,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
9389,It means that we are cracking down on CEOs and making sure that they're not getting bonuses or golden parachutes as a consequence of this package.,3,35_2008,3,3,3183,3330,,"{""O"": 4, ""Claim"": 24}",Claim,It means that we are cracking down on CEOs and making sure that they're not getting bonuses or golden parachutes as a consequence of this package.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,224.76,233.12,NOT_FOUND
9390,"And, in fact, we just found out that AIG, a company that got a bailout, just a week after they got help went on a $400,000 junket.",3,35_2008,4,4,3330,3461,,"{""O"": 6, ""Premise"": 27}",Premise,"And, in fact, we just found out that AIG, a company that got a bailout, just a week after they got help went on a $400,000 junket.",OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Premise,233.12,241.96,NOT_FOUND
9391,"And I'll tell you what, the Treasury should demand that money back and those executives should be fired.",3,35_2008,5,5,3462,3567,,"{""O"": 8, ""Claim"": 13}",Claim,"And I'll tell you what, the Treasury should demand that money back and those executives should be fired.",OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,241.96,247.44,NOT_FOUND
9392,But that's only step one.,3,35_2008,6,6,3567,3593,,"{""O"": 7}",O,But that's only step one.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,O,247.44,249.08,NOT_FOUND
9393,The middle-class need a rescue package.,3,35_2008,7,7,3593,3633,,"{""Claim"": 6, ""O"": 1}",Claim,The middle-class need a rescue package.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,249.08,251.32,NOT_FOUND
9394,And that means tax cuts for the middle-class.,3,35_2008,8,8,3633,3679,,"{""O"": 4, ""Claim"": 5}",Claim,And that means tax cuts for the middle-class.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,251.32,254.52,NOT_FOUND
9395,It means help for homeowners so that they can stay in their homes.,3,35_2008,9,9,3680,3747,,"{""Claim"": 13, ""O"": 1}",Claim,It means help for homeowners so that they can stay in their homes.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,254.52,258.44,NOT_FOUND
9396,It means that we are helping state and local governments set up road projects and bridge projects that keep people in their jobs.,3,35_2008,10,10,3747,3877,,"{""Claim"": 23, ""O"": 1}",Claim,It means that we are helping state and local governments set up road projects and bridge projects that keep people in their jobs.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,258.44,265.28,NOT_FOUND
9397,"And then long-term we've got to fix our health care system, we've got to fix our energy system that is putting such an enormous burden on families.",3,35_2008,11,11,3878,4026,,"{""O"": 4, ""Claim"": 27}",Claim,"And then long-term we've got to fix our health care system, we've got to fix our energy system that is putting such an enormous burden on families.",OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,265.28,272.84,NOT_FOUND
9398,You need somebody working for you and you've got to have somebody in Washington who is thinking about the middle class and not just those who can afford to hire lobbyists.,3,35_2008,12,12,4026,4198,,"{""Claim"": 6, ""O"": 2, ""Premise"": 25}",Premise,You need somebody working for you and you've got to have somebody in Washington who is thinking about the middle class and not just those who can afford to hire lobbyists.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Mixed,272.84,280.6,NOT_FOUND
9399,"MCCAIN: Well, thank you, Tom.",5,35_2008,0,0,4225,4255,,"{""O"": 9}",O," Well, thank you, Tom.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,5449.52,5452.36,NOT_FOUND
9400,"Thank you, Belmont University.",5,35_2008,1,1,4255,4286,,"{""O"": 6}",O,"Thank you, Belmont University.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,283.4,285.56,NOT_FOUND
9401,"And Senator Obama, it's good to be with you at a town hall meeting.",5,35_2008,2,2,4286,4354,,"{""O"": 17}",O,"And Senator Obama, it's good to be with you at a town hall meeting.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,285.56,289.08,NOT_FOUND
9402,"And, Alan (ph), thank you for your question.",5,35_2008,3,3,4354,4399,,"{""O"": 13}",O,"And, Alan (ph), thank you for your question.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,289.08,292.76,NOT_FOUND
9403,You go to the heart of America's worries tonight.,5,35_2008,4,4,4399,4449,,"{""Premise"": 10, ""O"": 1}",Premise,You go to the heart of America's worries tonight.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,292.76,296.92,NOT_FOUND
9404,"Americans are angry, they're upset, and they're a little fearful.",5,35_2008,5,5,4449,4515,,"{""Premise"": 11, ""O"": 4}",Premise,"Americans are angry, they're upset, and they're a little fearful.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,296.92,301.88,NOT_FOUND
9405,It's our job to fix the problem.,5,35_2008,6,6,4515,4548,,"{""Claim"": 8, ""O"": 1}",Claim,It's our job to fix the problem.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,301.88,304.36,NOT_FOUND
9406,"Now, I have a plan to fix this problem and it has got to do with energy independence.",5,35_2008,7,7,4549,4635,,"{""O"": 4, ""Claim"": 16}",Claim,"Now, I have a plan to fix this problem and it has got to do with energy independence.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,304.36,308.32,NOT_FOUND
9407,We've got to stop sending $700 billion a year to countries that don't want us very -- like us very much.,5,35_2008,8,8,4635,4740,,"{""Claim"": 24, ""O"": 1}",Claim,We've got to stop sending $700 billion a year to countries that don't want us very -- like us very much.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,308.32,314.68,NOT_FOUND
9408,We have to keep Americans' taxes low.,5,35_2008,9,9,4740,4778,,"{""Claim"": 8, ""O"": 1}",Claim,We have to keep Americans' taxes low.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,314.68,316.6,NOT_FOUND
9409,All Americans' taxes low.,5,35_2008,10,10,4778,4804,,"{""Premise"": 5, ""O"": 1}",Premise,All Americans' taxes low.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,316.6,318.2,NOT_FOUND
9410,Let's not raise taxes on anybody today.,5,35_2008,11,11,4804,4844,,"{""Premise"": 8, ""O"": 1}",Premise,Let's not raise taxes on anybody today.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,318.2,321.48,NOT_FOUND
9411,We obviously have to stop this spending spree that's going on in Washington.,5,35_2008,12,12,4845,4922,,"{""Claim"": 14, ""O"": 1}",Claim,We obviously have to stop this spending spree that's going on in Washington.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,321.48,325.24,NOT_FOUND
9412,"Do you know that we've laid a $10 trillion debt on these young Americans who are here with us tonight, $500 billion of it we owe to China?",5,35_2008,13,13,4922,5061,,"{""Premise"": 32, ""O"": 1}",Premise,"Do you know that we've laid a $10 trillion debt on these young Americans who are here with us tonight, $500 billion of it we owe to China?",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,325.24,334.04,NOT_FOUND
9413,We've got to have a package of reforms and it has got to lead to reform prosperity and peace in the world.,5,35_2008,14,14,5061,5168,,"{""Claim"": 22, ""O"": 2}",Claim,We've got to have a package of reforms and it has got to lead to reform prosperity and peace in the world.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,334.04,340.8,NOT_FOUND
9414,"And I think that this problem has become so severe, as you know, that we're going to have to do something about home values.",5,35_2008,15,15,5168,5293,,"{""O"": 2, ""Claim"": 26}",Claim,"And I think that this problem has become so severe, as you know, that we're going to have to do something about home values.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,340.8,348.88,NOT_FOUND
9415,You know that home values of retirees continues to decline and people are no longer able to afford their mortgage payments.,5,35_2008,16,16,5294,5418,,"{""Premise"": 20, ""O"": 2}",Premise,You know that home values of retirees continues to decline and people are no longer able to afford their mortgage payments.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,348.88,357.88,NOT_FOUND
9416,"As president of the United States, Alan, I would order the secretary of the treasury to immediately buy up the bad home loan mortgages in America and renegotiate at the new value of those homes -- at the diminished value of those homes and let people be able to make those -- be able to make those payments and stay in their homes.",5,35_2008,17,17,5418,5750,,"{""O"": 14, ""Claim"": 52}",Claim,"As president of the United States, Alan, I would order the secretary of the treasury to immediately buy up the bad home loan mortgages in America and renegotiate at the new value of those homes -- at the diminished value of those homes and let people be able to make those -- be able to make those payments and stay in their homes.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,357.88,376.04,NOT_FOUND
9417,Is it expensive?,5,35_2008,18,18,5751,5768,,"{""Premise"": 3, ""O"": 1}",Premise,Is it expensive?,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,376.04,377.36,NOT_FOUND
9418,Yes.,5,35_2008,19,19,5768,5773,,"{""Claim"": 1, ""O"": 1}",Claim,Yes.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,377.36,378.08,NOT_FOUND
9419,"But we all know, my friends, until we stabilize home values in America, we're never going to start turning around and creating jobs and fixing our economy.",5,35_2008,20,20,5773,5929,,"{""O"": 9, ""Claim"": 23}",Claim,"But we all know, my friends, until we stabilize home values in America, we're never going to start turning around and creating jobs and fixing our economy.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,378.08,389.0,NOT_FOUND
9420,And we've got to give some trust and confidence back to America.,5,35_2008,21,21,5929,5994,,"{""O"": 2, ""Claim"": 12}",Claim,And we've got to give some trust and confidence back to America.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,389.0,392.48,NOT_FOUND
9421,"I know how the do that, my friends.",5,35_2008,22,22,5995,6031,,"{""Claim"": 6, ""O"": 4}",Claim,"I know how the do that, my friends.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,392.48,394.56,NOT_FOUND
9422,"And it's my proposal, it's not Senator Obama's proposal, it's not President Bush's proposal.",5,35_2008,23,23,6031,6124,,"{""O"": 4, ""Claim"": 4, ""Premise"": 14}",Premise,"And it's my proposal, it's not Senator Obama's proposal, it's not President Bush's proposal.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Mixed,394.56,399.56,NOT_FOUND
9423,"But I know how to get America working again, restore our economy and take care of working Americans.",5,35_2008,24,24,6124,6225,,"{""O"": 2, ""Claim"": 18}",Claim,"But I know how to get America working again, restore our economy and take care of working Americans.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,399.56,404.84,NOT_FOUND
9424,Thank you.,5,35_2008,25,25,6225,6236,,"{""O"": 3}",O,Thank you.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,5443.72,5444.48,NOT_FOUND
9425,"MCCAIN: Not you, Tom.",7,35_2008,0,0,6536,6558,,"{""O"": 7}",O," Not you, Tom.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,423.44,425.44,NOT_FOUND
9426,(LAUGHTER),7,35_2008,1,1,6558,6569,,"{""O"": 3}",O,(LAUGHTER),MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,4945.84,4946.96,NOT_FOUND
9427,"MCCAIN: You know, that's a tough question and there's a lot of qualified Americans.",9,35_2008,0,0,6602,6686,,"{""O"": 12, ""Premise"": 7}",O," You know, that's a tough question and there's a lot of qualified Americans.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Mixed,429.8,434.76,NOT_FOUND
9428,"But I think the first criteria, Tom, would have to be somebody who immediately Americans identify with, immediately say, we can trust that individual.",9,35_2008,1,1,6686,6837,,"{""O"": 2, ""Claim"": 27}",Claim,"But I think the first criteria, Tom, would have to be somebody who immediately Americans identify with, immediately say, we can trust that individual.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,434.76,443.88,NOT_FOUND
9429,A supporter of Senator Obama's is Warren Buffett.,9,35_2008,2,2,6837,6887,,"{""Premise"": 9, ""O"": 1}",Premise,A supporter of Senator Obama's is Warren Buffett.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,443.88,446.36,NOT_FOUND
9430,"He has already weighed in and helped stabilize some of the difficulties in the markets and with companies and corporations, institutions today.",9,35_2008,3,3,6887,7031,,"{""Premise"": 23, ""O"": 1}",Premise,"He has already weighed in and helped stabilize some of the difficulties in the markets and with companies and corporations, institutions today.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,446.36,455.36,NOT_FOUND
9431,"I like Meg Whitman, she knows what it's like to be out there in the marketplace.",9,35_2008,4,4,7032,7113,,"{""Claim"": 4, ""O"": 2, ""Premise"": 13}",Premise,"I like Meg Whitman, she knows what it's like to be out there in the marketplace.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Mixed,455.36,460.16,NOT_FOUND
9432,She knows how to create jobs.,9,35_2008,5,5,7113,7143,,"{""Premise"": 6, ""O"": 1}",Premise,She knows how to create jobs.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,460.16,462.2,NOT_FOUND
9433,Meg Whitman was CEO of a company that started with 12 people and is now 1.3 million people in America make their living off eBay.,9,35_2008,6,6,7143,7273,,"{""Premise"": 24, ""O"": 2}",Premise,Meg Whitman was CEO of a company that started with 12 people and is now 1.3 million people in America make their living off eBay.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,462.2,471.56,NOT_FOUND
9434,Maybe somebody here has done a little business with them.,9,35_2008,7,7,7273,7331,,"{""O"": 11}",O,Maybe somebody here has done a little business with them.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,471.56,474.68,NOT_FOUND
9435,But the point is it's going to have to be somebody who inspires trust and confidence.,9,35_2008,8,8,7332,7418,,"{""O"": 5, ""Claim"": 13}",Claim,But the point is it's going to have to be somebody who inspires trust and confidence.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,474.68,479.88,NOT_FOUND
9436,"Because the problem in America today to a large extent, Tom, is that we don't have trust and confidence in our institutions because of the corruption on Wall Street and the greed and excess and the cronyism in Washington, D.C.",9,35_2008,9,9,7418,7645,,"{""O"": 18, ""Claim"": 10, ""Premise"": 17}",O,"Because the problem in America today to a large extent, Tom, is that we don't have trust and confidence in our institutions because of the corruption on Wall Street and the greed and excess and the cronyism in Washington, D.C.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Mixed,479.88,494.2,NOT_FOUND
9437,"OBAMA: Well, Warren would be a pretty good choice -- Warren Buffett, and I'm pleased to have his support.",11,35_2008,0,0,7748,7854,,"{""O"": 17, ""Premise"": 7}",O," Well, Warren would be a pretty good choice -- Warren Buffett, and I'm pleased to have his support.",OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Mixed,498.6,504.4,NOT_FOUND
9438,But there are other folks out there.,11,35_2008,1,1,7854,7891,,"{""O"": 2, ""Premise"": 6}",Premise,But there are other folks out there.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Premise,504.4,506.32,NOT_FOUND
9439,The key is making sure that the next treasury secretary understands that it's not enough just to help those at the top.,11,35_2008,2,2,7891,8011,,"{""Claim"": 23, ""O"": 1}",Claim,The key is making sure that the next treasury secretary understands that it's not enough just to help those at the top.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,506.32,512.68,NOT_FOUND
9440,Prosperity is not just going to trickle down.,11,35_2008,3,3,8011,8057,,"{""Premise"": 8, ""O"": 1}",Premise,Prosperity is not just going to trickle down.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Premise,512.68,517.52,NOT_FOUND
9441,We've got to help the middle class.,11,35_2008,4,4,8057,8093,,"{""Claim"": 8, ""O"": 1}",Claim,We've got to help the middle class.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,517.52,519.96,NOT_FOUND
9442,"OBAMA: And we've -- you know, Senator McCain and I have some fundamental disagreements on the economy, starting with Senator McCain's statement earlier that he thought the fundamentals of the economy were sound.",12,35_2008,0,0,8095,8307,,"{""O"": 11, ""Premise"": 28}",Premise," And we've -- you know, Senator McCain and I have some fundamental disagreements on the economy, starting with Senator McCain's statement earlier that he thought the fundamentals of the economy were sound.",OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Premise,519.96,529.92,NOT_FOUND
9443,"Part of the problem here is that for many of you, wages and incomes have flat-lined.",12,35_2008,1,1,8307,8392,,"{""Claim"": 17, ""O"": 1}",Claim,"Part of the problem here is that for many of you, wages and incomes have flat-lined.",OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,529.92,535.84,NOT_FOUND
9444,"For many of you, it is getting harder and harder to save, harder and harder to retire.",12,35_2008,2,2,8392,8479,,"{""O"": 6, ""Claim"": 14}",Claim,"For many of you, it is getting harder and harder to save, harder and harder to retire.",OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,535.84,542.56,NOT_FOUND
9445,"And that's why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet.",12,35_2008,3,3,8480,8748,,"{""O"": 11, ""Claim"": 40, ""Premise"": 7}",Claim,"And that's why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet.",OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Mixed,542.56,557.8,NOT_FOUND
9446,Senator McCain is right that we've got to stabilize housing prices.,12,35_2008,4,4,8749,8817,,"{""Claim"": 12, ""O"": 1}",Claim,Senator McCain is right that we've got to stabilize housing prices.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,557.8,562.96,NOT_FOUND
9447,But underlying that is loss of jobs and loss of income.,12,35_2008,5,5,8817,8873,,"{""O"": 2, ""Claim"": 10}",Claim,But underlying that is loss of jobs and loss of income.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Claim,562.96,565.6,NOT_FOUND
9448,That's something that the next treasury secretary is going to have to work on.,12,35_2008,6,6,8873,8952,,"{""Premise"": 15, ""O"": 1}",Premise,That's something that the next treasury secretary is going to have to work on.,OBAMA,Candidate,VALIDATION,07 Oct 2008,2008,Barack H. Obama,Premise,565.6,568.52,NOT_FOUND
9449,"MCCAIN: Well, thank you, Oliver, and that's an excellent question, because as you just described it, bailout, when I believe that it's rescue, because -- because of the greed and excess in Washington and Wall Street, Main Street was paying a very heavy price, and we know that.",15,35_2008,0,0,9571,9849,,"{""O"": 37, ""Claim"": 6, ""Premise"": 18}",O," Well, thank you, Oliver, and that's an excellent question, because as you just described it, bailout, when I believe that it's rescue, because -- because of the greed and excess in Washington and Wall Street, Main Street was paying a very heavy price, and we know that.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Mixed,602.16,620.6,NOT_FOUND
9450,"I left my campaign and suspended it to go back to Washington to make sure that there were additional protections for the taxpayer in the form of good oversight, in the form of taxpayers being the first to be paid back when our economy recovers -- and it will recover -- and a number of other measures.",15,35_2008,1,1,9849,10151,,"{""Premise"": 57, ""O"": 2}",Premise,"I left my campaign and suspended it to go back to Washington to make sure that there were additional protections for the taxpayer in the form of good oversight, in the form of taxpayers being the first to be paid back when our economy recovers -- and it will recover -- and a number of other measures.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,620.6,638.48,NOT_FOUND
9451,"But you know, one of the real catalysts, really the match that lit this fire was Fannie Mae and Freddie Mac.",15,35_2008,2,2,10152,10261,,"{""O"": 5, ""Claim"": 19}",Claim,"But you know, one of the real catalysts, really the match that lit this fire was Fannie Mae and Freddie Mac.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,638.48,647.04,NOT_FOUND
9452,"I'll bet you, you may never even have heard of them before this crisis.",15,35_2008,3,3,10261,10333,,"{""O"": 17}",O,"I'll bet you, you may never even have heard of them before this crisis.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,O,647.04,650.16,NOT_FOUND
9453,"But you know, they're the ones that, with the encouragement of Senator Obama and his cronies and his friends in Washington, that went out and made all these risky loans, gave them to people that could never afford to pay back.",15,35_2008,4,4,10334,10561,,"{""O"": 6, ""Claim"": 41}",Claim,"But you know, they're the ones that, with the encouragement of Senator Obama and his cronies and his friends in Washington, that went out and made all these risky loans, gave them to people that could never afford to pay back.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,650.16,664.92,NOT_FOUND
9454,"And you know, there were some of us that stood up two years ago and said we've got to enact legislation to fix this.",15,35_2008,5,5,10562,10679,,"{""O"": 5, ""Claim"": 22}",Claim,"And you know, there were some of us that stood up two years ago and said we've got to enact legislation to fix this.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,664.92,671.6,NOT_FOUND
9455,We've got to stop this greed and excess.,15,35_2008,6,6,10679,10720,,"{""Claim"": 10}",Claim,We've got to stop this greed and excess.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,671.6,674.48,NOT_FOUND
9456,"Meanwhile, the Democrats in the Senate and some -- and some members of Congress defended what Fannie and Freddie were doing.",15,35_2008,7,7,10721,10846,,"{""O"": 3, ""Premise"": 20}",Premise,"Meanwhile, the Democrats in the Senate and some -- and some members of Congress defended what Fannie and Freddie were doing.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,674.48,683.6,NOT_FOUND
9457,They resisted any change.,15,35_2008,8,8,10846,10872,,"{""Premise"": 4, ""O"": 1}",Premise,They resisted any change.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,683.6,685.48,NOT_FOUND
9458,"Meanwhile, they were getting all kinds of money in campaign contributions.",15,35_2008,9,9,10873,10948,,"{""O"": 3, ""Premise"": 10}",Premise,"Meanwhile, they were getting all kinds of money in campaign contributions.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,685.48,689.76,NOT_FOUND
9459,Senator Obama was the second highest recipient of Fannie Mae and Freddie Mac money in history -- in history.,15,35_2008,10,10,10948,11057,,"{""Premise"": 16, ""O"": 4}",Premise,Senator Obama was the second highest recipient of Fannie Mae and Freddie Mac money in history -- in history.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Premise,689.76,697.36,NOT_FOUND
9460,"So this rescue package means that we will stabilize markets, we will shore up these institutions.",15,35_2008,11,11,11058,11156,,"{""O"": 2, ""Claim"": 16}",Claim,"So this rescue package means that we will stabilize markets, we will shore up these institutions.",MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,697.36,705.12,NOT_FOUND
9461,But it's not enough.,15,35_2008,12,12,11156,11177,,"{""O"": 2, ""Claim"": 4}",Claim,But it's not enough.,MCCAIN,Candidate,VALIDATION,07 Oct 2008,2008,John S. McCain,Claim,705.12,706.32,NOT_FOUND
