,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
49,49,10211,"I have so many things there to respond to, I'm going to pick out something you said earlier.",13,12_1984,1,1,9435,9528,,"{""O"": 21}",O,"I have so many things there to respond to, I'm going to pick out something you said earlier.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,656.96,661.44,clip_49
50,50,10212,"You've been all over the country repeating something that, I will admit, the press has also been repeating -- that I believed that nuclear missiles could be fired and then called back.",13,12_1984,2,2,9528,9713,,"{""O"": 36}",O,"You've been all over the country repeating something that, I will admit, the press has also been repeating -- that I believed that nuclear missiles could be fired and then called back.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,661.44,672.04,clip_50
51,51,10213,"I never, ever conceived of such a thing.",13,12_1984,3,3,9713,9754,,"{""Claim"": 9, ""O"": 1}",Claim,"I never, ever conceived of such a thing.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,672.04,674.28,clip_51
52,52,10214,I never said any such thing.,13,12_1984,4,4,9754,9783,,"{""Claim"": 6, ""O"": 1}",Claim,I never said any such thing.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,674.28,676.84,clip_52
53,53,10215,"In a discussion of our strategic arms negotiations, I said that submarines carrying missiles and airplanes carrying missiles were more conventional-type weapons, not as destabilizing as the land-based missiles, and that they were also weapons that -- or carriers -- that if they were sent out and there was a change, you could call them back before they had launched their missiles.",13,12_1984,5,5,9783,10166,,"{""Premise"": 63, ""O"": 4}",Premise,"In a discussion of our strategic arms negotiations, I said that submarines carrying missiles and airplanes carrying missiles were more conventional-type weapons, not as destabilizing as the land-based missiles, and that they were also weapons that -- or carriers -- that if they were sent out and there was a change, you could call them back before they had launched their missiles.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,676.84,700.0,clip_53
54,54,10216,"But I hope that from here on you will no longer be saying that particular thing, which is absolutely false.",13,12_1984,6,6,10167,10275,,"{""O"": 14, ""Claim"": 8}",O,"But I hope that from here on you will no longer be saying that particular thing, which is absolutely false.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Mixed,700.0,707.92,clip_54
55,55,10217,"How anyone could think that any sane person would believe you could call back a nuclear missile, I think is as ridiculous as the whole concept has been.",13,12_1984,7,7,10275,10428,,"{""Premise"": 29, ""O"": 1}",Premise,"How anyone could think that any sane person would believe you could call back a nuclear missile, I think is as ridiculous as the whole concept has been.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,707.92,718.24,clip_55
56,56,10218,"So, thank you for giving me a chance to straighten the record.",13,12_1984,8,8,10428,10491,,"{""O"": 14}",O,"So, thank you for giving me a chance to straighten the record.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,718.24,720.88,clip_56
57,57,10219,I'm sure that you appreciate that.,13,12_1984,9,9,10491,10526,,"{""O"": 8}",O,I'm sure that you appreciate that.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,720.88,722.52,clip_57
58,58,10220,[Laughter],13,12_1984,10,10,10526,10537,,"{""O"": 3}",O,[Laughter],REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,722.52,723.24,clip_58
59,59,10221,REAGAN: I have said on a number of occasions exactly what I believe about the Soviet Union.,16,12_1984,0,0,11045,11137,,"{""O"": 3, ""Premise"": 16}",Premise, I have said on a number of occasions exactly what I believe about the Soviet Union.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,755.08,759.08,clip_59
60,60,10222,I retract nothing that I have said.,16,12_1984,1,1,11137,11173,,"{""O"": 8}",O,I retract nothing that I have said.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,759.08,762.12,clip_60
61,61,10223,I believe that many of the things they have done are evil in any concept of morality that we have.,16,12_1984,2,2,11173,11272,,"{""Claim"": 20, ""O"": 1}",Claim,I believe that many of the things they have done are evil in any concept of morality that we have.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,762.12,767.52,clip_61
62,62,10224,"But I also recognize that as the two great superpowers in the world, we have to live with each other.",16,12_1984,3,3,11272,11374,,"{""O"": 2, ""Claim"": 20}",Claim,"But I also recognize that as the two great superpowers in the world, we have to live with each other.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,767.52,774.16,clip_62
63,63,10225,And I told Mr. Gromyko we don't like their system.,16,12_1984,4,4,11374,11425,,"{""O"": 2, ""Premise"": 10}",Premise,And I told Mr. Gromyko we don't like their system.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,774.16,777.04,clip_63
64,64,10226,They don't like ours.,16,12_1984,5,5,11425,11447,,"{""O"": 6}",O,They don't like ours.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,777.04,778.48,clip_64
65,65,10227,"And we're not going to change their system, and they sure better not try to change ours.",16,12_1984,6,6,11447,11536,,"{""O"": 12, ""Claim"": 8}",O,"And we're not going to change their system, and they sure better not try to change ours.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Mixed,778.48,783.04,clip_65
66,66,10228,"But between us, we can either destroy the world or we can save it.",16,12_1984,7,7,11536,11603,,"{""O"": 2, ""Claim"": 14}",Claim,"But between us, we can either destroy the world or we can save it.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,783.04,790.48,clip_66
67,67,10229,"And I suggested that, certainly, it was to their common interest, along with ours, to avoid a conflict and to attempt to save the world and remove the nuclear weapons.",16,12_1984,8,8,11603,11771,,"{""O"": 10, ""Claim"": 25}",Claim,"And I suggested that, certainly, it was to their common interest, along with ours, to avoid a conflict and to attempt to save the world and remove the nuclear weapons.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,790.48,801.92,clip_67
68,68,10230,And I think that perhaps we established a little better understanding.,16,12_1984,9,9,11771,11842,,"{""O"": 2, ""Claim"": 10}",Claim,And I think that perhaps we established a little better understanding.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,801.92,806.16,clip_68
69,69,10231,I think that in dealing with the Soviet Union one has to be realistic.,16,12_1984,10,10,11842,11913,,"{""Claim"": 14, ""O"": 1}",Claim,I think that in dealing with the Soviet Union one has to be realistic.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,806.16,810.32,clip_69
70,70,10232,"I know that Mr. Mondale, in the past, has made statements as if they were just people like ourselves, and if we were kind and good and did something nice, they would respond accordingly.",16,12_1984,11,11,11913,12100,,"{""Premise"": 21, ""O"": 3, ""Claim"": 15}",Premise,"I know that Mr. Mondale, in the past, has made statements as if they were just people like ourselves, and if we were kind and good and did something nice, they would respond accordingly.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Mixed,810.32,820.32,clip_70
71,71,10233,And the result was unilateral disarmament.,16,12_1984,12,12,12100,12143,,"{""O"": 2, ""Premise"": 5}",Premise,And the result was unilateral disarmament.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,820.32,822.76,clip_71
72,72,10234,We canceled the B - 1 under the previous administration.,16,12_1984,13,13,12143,12200,,"{""Premise"": 10, ""O"": 1}",Premise,We canceled the B - 1 under the previous administration.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,822.76,825.92,clip_72
73,73,10235,What did we get for it?,16,12_1984,14,14,12200,12224,,"{""Premise"": 7}",Premise,What did we get for it?,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,825.92,827.12,clip_73
74,74,10236,Nothing.,16,12_1984,15,15,12224,12233,,"{""Premise"": 2}",Premise,Nothing.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,827.12,828.04,clip_74
75,75,10237,"The Soviet Union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament, of weakness, if you will.",16,12_1984,16,16,12234,12417,,"{""Premise"": 35, ""O"": 1}",Premise,"The Soviet Union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament, of weakness, if you will.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,828.04,840.0,clip_75
76,76,10238,And now we are putting up a defense of our own.,16,12_1984,17,17,12417,12465,,"{""O"": 2, ""Premise"": 10}",Premise,And now we are putting up a defense of our own.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,840.0,845.84,clip_76
77,77,10239,"And I've made it very plain to them, we seek no superiority.",16,12_1984,18,18,12465,12526,,"{""O"": 11, ""Claim"": 4}",O,"And I've made it very plain to them, we seek no superiority.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Mixed,845.84,849.2,clip_77
78,78,10240,We simply are going to provide a deterrent so that it will be too costly for them if they are nursing any ideas of aggression against us.,16,12_1984,19,19,12526,12664,,"{""Premise"": 27, ""O"": 1}",Premise,We simply are going to provide a deterrent so that it will be too costly for them if they are nursing any ideas of aggression against us.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Premise,849.2,858.36,clip_78
79,79,10241,"Now, they claim they're not.",16,12_1984,20,20,12664,12693,,"{""O"": 8}",O,"Now, they claim they're not.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,858.36,860.32,clip_79
80,80,10242,"And I made it plain to them, we're not.",16,12_1984,21,21,12693,12733,,"{""O"": 9, ""Claim"": 3}",O,"And I made it plain to them, we're not.",REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Mixed,860.32,863.72,clip_80
81,81,10243,There's been no change in my attitude at all.,16,12_1984,22,22,12733,12779,,"{""Claim"": 10, ""O"": 1}",Claim,There's been no change in my attitude at all.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,Claim,863.72,867.48,clip_81
82,82,10244,I just thought when I came into office it was time that there was some realistic talk to and about the Soviet Union.,16,12_1984,23,23,12779,12896,,"{""O"": 24}",O,I just thought when I came into office it was time that there was some realistic talk to and about the Soviet Union.,REAGAN,Candidate,TEST,21 Oct 1984,1984,Ronald W. Reagan,O,867.48,876.72,clip_82
