,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
24591,I will make sure that we invest in our country and our families.,2,25_2000,19,19,3176,3241,,"{""Claim"": 13, ""O"": 1}",Claim,I will make sure that we invest in our country and our families.,GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,240.12,244.4,NOT_FOUND
24592,"And I mean investing in education, health care, the environment, and middle-class tax cuts and retirement security.",2,25_2000,20,20,3241,3357,,"{""O"": 2, ""Claim"": 19}",Claim,"And I mean investing in education, health care, the environment, and middle-class tax cuts and retirement security.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,244.4,253.4,NOT_FOUND
24593,That is my agenda and that is why I think that it's not just a question of experience.,2,25_2000,21,21,3357,3444,,"{""O"": 9, ""Claim"": 11}",Claim,That is my agenda and that is why I think that it's not just a question of experience.,GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,253.4,259.64,NOT_FOUND
24594,"BUSH: Well, we do come from different places.",4,25_2000,0,0,3490,3536,,"{""O"": 5, ""Claim"": 6}",Claim," Well, we do come from different places.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,261.88,264.28,NOT_FOUND
24595,I come from West Texas.,4,25_2000,1,1,3536,3560,,"{""Premise"": 5, ""O"": 1}",Premise,I come from West Texas.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,264.28,266.32,NOT_FOUND
24596,The governor is the chief executive officer.,4,25_2000,2,2,3560,3605,,"{""Premise"": 7, ""O"": 1}",Premise,The governor is the chief executive officer.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,266.32,269.72,NOT_FOUND
24597,We know how to set agendas.,4,25_2000,3,3,3605,3633,,"{""O"": 7}",O,We know how to set agendas.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,O,269.72,272.08,NOT_FOUND
24598,I think you'll find the difference reflected in our budgets.,4,25_2000,4,4,3633,3694,,"{""Claim"": 11, ""O"": 1}",Claim,I think you'll find the difference reflected in our budgets.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,272.08,276.28,NOT_FOUND
24599,I want to take one-half of the surplus and dedicate it to Social Security.,4,25_2000,5,5,3694,3769,,"{""Premise"": 14, ""O"": 1}",Premise,I want to take one-half of the surplus and dedicate it to Social Security.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,276.28,280.16,NOT_FOUND
24600,"One-quarter of the surplus for important projects, and I want to send one-quarter of the surplus back to the people who pay the bills.",4,25_2000,6,6,3769,3904,,"{""Premise"": 23, ""O"": 3}",Premise,"One-quarter of the surplus for important projects, and I want to send one-quarter of the surplus back to the people who pay the bills.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,280.16,288.0,NOT_FOUND
24601,I want everybody who pays taxes to have their tax rates cut.,4,25_2000,7,7,3904,3965,,"{""Premise"": 12, ""O"": 1}",Premise,I want everybody who pays taxes to have their tax rates cut.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,288.0,292.4,NOT_FOUND
24602,"And that stands in contrast to my worthy opponent's plan, which will increase the size of government dramatically.",4,25_2000,8,8,3965,4080,,"{""O"": 2, ""Claim"": 19}",Claim,"And that stands in contrast to my worthy opponent's plan, which will increase the size of government dramatically.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,292.4,299.44,NOT_FOUND
24603,His plan is three times larger than President Clinton's proposed plan eight years ago.,4,25_2000,9,9,4080,4167,,"{""Premise"": 15, ""O"": 1}",Premise,His plan is three times larger than President Clinton's proposed plan eight years ago.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,299.44,304.36,NOT_FOUND
24604,"It is a plan that will have 200 new programs -- expanded programs and creates 20,000 new bureaucrats.",4,25_2000,10,10,4167,4269,,"{""Premise"": 18, ""O"": 1}",Premise,"It is a plan that will have 200 new programs -- expanded programs and creates 20,000 new bureaucrats.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,304.36,311.2,NOT_FOUND
24605,It it empowers Washington.,4,25_2000,11,11,4269,4296,,"{""Premise"": 4, ""O"": 1}",Premise,It it empowers Washington.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,311.2,312.48,NOT_FOUND
24606,Tonight youâ€™re going to hear that my passion and my vision is to empower Americans to be able to make decisions for themselves in their own lives.,4,25_2000,12,12,4296,4445,,"{""O"": 7, ""Claim"": 21}",Claim,Tonight youâ€™re going to hear that my passion and my vision is to empower Americans to be able to make decisions for themselves in their own lives.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,312.48,320.96,NOT_FOUND
24607,"GORE: Yes, Jim.",6,25_2000,0,0,4720,4736,,"{""O"": 5, ""Claim"": 1}",O," Yes, Jim.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,O,338.96,340.08,NOT_FOUND
24608,"I said that his tax cut plan, for example, raises the question of whether it's the right choice for the country.",6,25_2000,1,1,4736,4849,,"{""O"": 4, ""Claim"": 21}",Claim,"I said that his tax cut plan, for example, raises the question of whether it's the right choice for the country.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,340.08,347.88,NOT_FOUND
24609,And let me give you an example of what I mean.,6,25_2000,2,2,4849,4896,,"{""O"": 12}",O,And let me give you an example of what I mean.,GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,O,347.88,351.0,NOT_FOUND
24610,"Under Governor Bush's tax cut proposal, he would spend more money on tax cuts for the wealthiest 1% than all of the new spending that he proposes for education, health care, prescription drugs and national defense all combined.",6,25_2000,3,3,4896,5124,,"{""Premise"": 43, ""O"": 1}",Premise,"Under Governor Bush's tax cut proposal, he would spend more money on tax cuts for the wealthiest 1% than all of the new spending that he proposes for education, health care, prescription drugs and national defense all combined.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Premise,351.0,368.92,NOT_FOUND
24611,"Now, I think those are the wrong priorities.",6,25_2000,4,4,5124,5169,,"{""O"": 3, ""Claim"": 7}",Claim,"Now, I think those are the wrong priorities.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,368.92,372.32,NOT_FOUND
24612,"Now, under my proposal, for every dollar that I propose in spending for things like education and health care, I will put another dollar into middle class tax cuts.",6,25_2000,5,5,5169,5334,,"{""O"": 3, ""Claim"": 30}",Claim,"Now, under my proposal, for every dollar that I propose in spending for things like education and health care, I will put another dollar into middle class tax cuts.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,372.32,383.84,NOT_FOUND
24613,"And for every dollar that I spend in those two categories, I'll put $2 toward paying down the national debt.",6,25_2000,6,6,5334,5443,,"{""O"": 2, ""Claim"": 22}",Claim,"And for every dollar that I spend in those two categories, I'll put $2 toward paying down the national debt.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,383.84,391.76,NOT_FOUND
24614,I think it's very important to keep the debt going down and completely eliminate it.,6,25_2000,7,7,5443,5528,,"{""Claim"": 16, ""O"": 1}",Claim,I think it's very important to keep the debt going down and completely eliminate it.,GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,391.76,396.48,NOT_FOUND
24615,And I also think it's very important to go to the next stage of welfare reform.,6,25_2000,8,8,5528,5608,,"{""O"": 2, ""Claim"": 16}",Claim,And I also think it's very important to go to the next stage of welfare reform.,GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Claim,396.48,401.68,NOT_FOUND
24616,Our country has cut the welfare rolls in half.,6,25_2000,9,9,5608,5655,,"{""Premise"": 9, ""O"": 1}",Premise,Our country has cut the welfare rolls in half.,GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Premise,401.68,404.76,NOT_FOUND
24617,I fought hard from my days in the Senate and as vice president to cut the welfare rolls and we've moved millions of people in America into good jobs.,6,25_2000,10,10,5655,5805,,"{""Claim"": 18, ""O"": 2, ""Premise"": 11}",Claim,I fought hard from my days in the Senate and as vice president to cut the welfare rolls and we've moved millions of people in America into good jobs.,GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Mixed,404.76,413.44,NOT_FOUND
24618,"But it's now time for the next stage of welfare reform, and include fathers and not only mothers.",6,25_2000,11,11,5805,5903,,"{""O"": 2, ""Premise"": 19}",Premise,"But it's now time for the next stage of welfare reform, and include fathers and not only mothers.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Premise,413.44,420.04,NOT_FOUND
24619,BUSH: Let me just say that obviously tonight we're going to hear some phony numbers about what I think and what we ought to do.,8,25_2000,0,0,5948,6076,,"{""O"": 9, ""Claim"": 19}",Claim, Let me just say that obviously tonight we're going to hear some phony numbers about what I think and what we ought to do.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,422.16,429.76,NOT_FOUND
24620,People need to know that over the next ten years it is going to be $25 trillion of revenue that comes into our treasurey and we anticipate spending $21 trillion.,8,25_2000,1,1,6076,6238,,"{""O"": 6, ""Premise"": 27}",Premise,People need to know that over the next ten years it is going to be $25 trillion of revenue that comes into our treasurey and we anticipate spending $21 trillion.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,429.76,439.8,NOT_FOUND
24621,And my plan say why don't we pass 1.3 trillion of that back to the people who pay the bills?,8,25_2000,2,2,6238,6331,,"{""O"": 1, ""Premise"": 21}",Premise,And my plan say why don't we pass 1.3 trillion of that back to the people who pay the bills?,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,439.8,446.76,NOT_FOUND
24622,Surely we can afford 5% of the $25 trillion that are coming into the treasury to the hard working people that pay the bills.,8,25_2000,3,3,6331,6456,,"{""Premise"": 26, ""O"": 1}",Premise,Surely we can afford 5% of the $25 trillion that are coming into the treasury to the hard working people that pay the bills.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,446.76,453.6,NOT_FOUND
24623,There is a difference of opinion.,8,25_2000,4,4,6456,6490,,"{""Claim"": 6, ""O"": 1}",Claim,There is a difference of opinion.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,453.6,455.36,NOT_FOUND
24624,My opponent thinks the government -- the surplus is the government's money.,8,25_2000,5,5,6490,6566,,"{""Claim"": 13, ""O"": 1}",Claim,My opponent thinks the government -- the surplus is the government's money.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,455.36,460.16,NOT_FOUND
24625,That's not what I think.,8,25_2000,6,6,6566,6591,,"{""Claim"": 6, ""O"": 1}",Claim,That's not what I think.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,460.16,461.0,NOT_FOUND
24626,I think it's the hard-working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families.,8,25_2000,7,7,6591,6765,,"{""Claim"": 20, ""O"": 3, ""Premise"": 14}",Claim,I think it's the hard-working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Mixed,461.0,469.84,NOT_FOUND
24627,It's a difference of opinion.,8,25_2000,8,8,6765,6795,,"{""Claim"": 6, ""O"": 1}",Claim,It's a difference of opinion.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,469.84,470.6,NOT_FOUND
24628,It's a difference between government making decisions for you and you getting more of your money to make decisions for yourself.,8,25_2000,9,9,6795,6924,,"{""Premise"": 22, ""O"": 1}",Premise,It's a difference between government making decisions for you and you getting more of your money to make decisions for yourself.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,470.6,476.92,NOT_FOUND
24629,BUSH: Yes.,10,25_2000,0,0,7114,7125,,"{""O"": 3, ""Claim"": 1}",O, Yes.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,O,488.92,490.88,NOT_FOUND
24630,I take him for his word.,10,25_2000,1,1,7125,7150,,"{""Claim"": 6, ""O"": 1}",Claim,I take him for his word.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,490.88,492.08,NOT_FOUND
24631,"Look, I fully recognize I'm not of Washington.",10,25_2000,2,2,7150,7197,,"{""O"": 3, ""Premise"": 8}",Premise,"Look, I fully recognize I'm not of Washington.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,492.08,497.64,NOT_FOUND
24632,I'm from Texas.,10,25_2000,3,3,7197,7213,,"{""Premise"": 4, ""O"": 1}",Premise,I'm from Texas.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,497.64,498.72,NOT_FOUND
24633,"And he's got a lot of experience, but so do I.",10,25_2000,4,4,7213,7260,,"{""O"": 2, ""Claim"": 12}",Claim,"And he's got a lot of experience, but so do I.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,498.72,502.6,NOT_FOUND
24634,And I've been the chief executive officer of the second biggest state in the union.,10,25_2000,5,5,7260,7344,,"{""O"": 2, ""Premise"": 15}",Premise,And I've been the chief executive officer of the second biggest state in the union.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,502.6,506.32,NOT_FOUND
24635,"I have a proud record of working with both Republicans and Democrats, which is what our nation needs.",10,25_2000,6,6,7344,7446,,"{""Premise"": 19, ""O"": 1}",Premise,"I have a proud record of working with both Republicans and Democrats, which is what our nation needs.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,506.32,511.24,NOT_FOUND
24636,"Somebody that can come to Washington and say let's forget all the finger pointing and get positive things done on Medicare, prescription drugs, Social Security, and so I take him for his word.",10,25_2000,7,7,7446,7639,,"{""Premise"": 28, ""O"": 4, ""Claim"": 6}",Premise,"Somebody that can come to Washington and say let's forget all the finger pointing and get positive things done on Medicare, prescription drugs, Social Security, and so I take him for his word.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Mixed,511.24,523.96,NOT_FOUND
24637,"GORE: Jim, if I could just respond.",11,25_2000,0,0,7640,7676,,"{""O"": 10}",O," Jim, if I could just respond.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,O,523.96,527.2,NOT_FOUND
24638,I know that.,11,25_2000,1,1,7676,7689,,"{""O"": 4}",O,I know that.,GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,O,527.2,528.64,NOT_FOUND
24639,"The governor used the phrase phony numbers, but if you look at the plan and add the numbers up, these numbers are correct.",11,25_2000,2,2,7689,7812,,"{""O"": 11, ""Premise"": 11, ""Claim"": 4}",O,"The governor used the phrase phony numbers, but if you look at the plan and add the numbers up, these numbers are correct.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Mixed,528.64,535.88,NOT_FOUND
24640,"He spends more money for tax cuts for the wealthiest 1% than all of his new spending proposals for health care, prescription drugs, education and national defense all combined.",11,25_2000,3,3,7812,7989,,"{""Premise"": 32, ""O"": 1}",Premise,"He spends more money for tax cuts for the wealthiest 1% than all of his new spending proposals for health care, prescription drugs, education and national defense all combined.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Premise,535.88,547.44,NOT_FOUND
24641,"I agree that the surplus is the American people's money, it's your money.",11,25_2000,4,4,7989,8063,,"{""Premise"": 15, ""O"": 2}",Premise,"I agree that the surplus is the American people's money, it's your money.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Premise,547.44,551.6,NOT_FOUND
24642,"That's why I don't think we should give nearly half of it to the wealthiest 1%, because the other 99% have had an awful lot to do with building the surplus in our prosperity.",11,25_2000,5,5,8063,8238,,"{""O"": 6, ""Claim"": 16, ""Premise"": 18}",Premise,"That's why I don't think we should give nearly half of it to the wealthiest 1%, because the other 99% have had an awful lot to do with building the surplus in our prosperity.",GORE,Candidate,TRAIN,03 Oct 2000,2000,Albert A. Gore,Mixed,551.6,561.44,NOT_FOUND
24643,BUSH: I hope itâ€™s about wealthy people.,13,25_2000,0,0,8294,8336,,"{""O"": 9}",O, I hope itâ€™s about wealthy people.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,O,564.08,567.48,NOT_FOUND
24644,"BUSH: Actually what I've said, Jim.",15,25_2000,0,0,8620,8656,,"{""O"": 10}",O," Actually what I've said, Jim.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,O,584.4,585.76,NOT_FOUND
24645,I've said that eight years ago they campaigned on prescription drugs for seniors.,15,25_2000,1,1,8656,8738,,"{""O"": 5, ""Premise"": 10}",Premise,I've said that eight years ago they campaigned on prescription drugs for seniors.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,585.76,593.72,NOT_FOUND
24646,And four years ago they campaigned on getting prescription drugs for seniors.,15,25_2000,2,2,8738,8816,,"{""O"": 2, ""Premise"": 11}",Premise,And four years ago they campaigned on getting prescription drugs for seniors.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,593.72,597.24,NOT_FOUND
24647,And now they're campaigning on getting prescription drugs for seniors.,15,25_2000,3,3,8816,8887,,"{""O"": 2, ""Premise"": 10}",Premise,And now they're campaigning on getting prescription drugs for seniors.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,597.24,602.24,NOT_FOUND
24648,It seems like they can't get it done.,15,25_2000,4,4,8887,8925,,"{""O"": 4, ""Claim"": 6}",Claim,It seems like they can't get it done.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,602.24,606.0,NOT_FOUND
24649,"Now, they may blame other folks, but it's time to get somebody in Washington who is going to work with both Republicans and Democrats to get some positive things done when it comes to our seniors.",15,25_2000,5,5,8925,9122,,"{""O"": 10, ""Claim"": 30}",Claim,"Now, they may blame other folks, but it's time to get somebody in Washington who is going to work with both Republicans and Democrats to get some positive things done when it comes to our seniors.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,606.0,617.24,NOT_FOUND
24650,And so what I've said is that there's been some missed opportunities.,15,25_2000,6,6,9122,9192,,"{""O"": 9, ""Claim"": 6}",O,And so what I've said is that there's been some missed opportunities.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Mixed,617.24,620.32,NOT_FOUND
24651,They've had a chance.,15,25_2000,7,7,9192,9214,,"{""Premise"": 5, ""O"": 1}",Premise,They've had a chance.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,620.32,622.48,NOT_FOUND
24652,They've had a chance to form consensus.,15,25_2000,8,8,9214,9254,,"{""Premise"": 8, ""O"": 1}",Premise,They've had a chance to form consensus.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,622.48,624.64,NOT_FOUND
24653,"I've got a plan on Medicare, for example, that's a two-stage plan that says we'll have immediate help for seniors and what I call immediate Helping Hand, a $48 billion program.",15,25_2000,9,9,9254,9431,,"{""Claim"": 7, ""O"": 2, ""Premise"": 30}",Premise,"I've got a plan on Medicare, for example, that's a two-stage plan that says we'll have immediate help for seniors and what I call immediate Helping Hand, a $48 billion program.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Mixed,624.64,634.4,NOT_FOUND
24654,"But I also want to say to seniors, if you're happy with Medicare the way it is, fine, you can stay in the program.",15,25_2000,10,10,9431,9546,,"{""O"": 29}",O,"But I also want to say to seniors, if you're happy with Medicare the way it is, fine, you can stay in the program.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,O,634.4,639.8,NOT_FOUND
24655,But we're going to give you additional choices like they give federal employees in the federal employee health plan.,15,25_2000,11,11,9546,9663,,"{""O"": 2, ""Claim"": 19}",Claim,But we're going to give you additional choices like they give federal employees in the federal employee health plan.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,639.8,646.0,NOT_FOUND
24656,"They have a variety of choices to choose, so should seniors.",15,25_2000,12,12,9663,9724,,"{""Premise"": 12, ""O"": 1}",Premise,"They have a variety of choices to choose, so should seniors.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Premise,646.0,650.16,NOT_FOUND
24657,"And my point has been, as opposed to politicizing an issue like Medicare, in other words, holding it up as an issue, hoping somebody bites it and try to clobber them over the head with it for political purposes, this year, in the year 2000, it's time to get it done once and for all.",15,25_2000,13,13,9724,10008,,"{""O"": 7, ""Claim"": 57}",Claim,"And my point has been, as opposed to politicizing an issue like Medicare, in other words, holding it up as an issue, hoping somebody bites it and try to clobber them over the head with it for political purposes, this year, in the year 2000, it's time to get it done once and for all.",BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,650.16,665.32,NOT_FOUND
24658,That's what I've been critical about the administration for.,15,25_2000,14,14,10008,10069,,"{""O"": 12}",O,That's what I've been critical about the administration for.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,O,665.32,668.56,NOT_FOUND
24659,Same with Social Security.,15,25_2000,15,15,10069,10096,,"{""Claim"": 4, ""O"": 1}",Claim,Same with Social Security.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,668.56,669.96,NOT_FOUND
24660,I think there was a good opportunity to bring Republicans and Democrats together to reform the Social Security system so seniors will never go without.,15,25_2000,16,16,10096,10248,,"{""Claim"": 25, ""O"": 1}",Claim,I think there was a good opportunity to bring Republicans and Democrats together to reform the Social Security system so seniors will never go without.,BUSH,Candidate,TRAIN,03 Oct 2000,2000,George W. Bush,Claim,669.96,677.64,NOT_FOUND
