,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
53,53,6859,"ROMNEY: It's wonderful that Libya seems to be making some progress, despite this terrible tragedy.",10,40_2012,0,0,7802,7901,,"{""O"": 3, ""Premise"": 16}",Premise," It's wonderful that Libya seems to be making some progress, despite this terrible tragedy.",ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,Premise,506.28,510.92,clip_53
54,54,6860,"But next door, of course, we have Egypt.",10,40_2012,1,1,7901,7942,,"{""O"": 2, ""Premise"": 9}",Premise,"But next door, of course, we have Egypt.",ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,Premise,510.92,513.4,clip_54
55,55,6861,"Libya's 6 million population; Egypt, 80 million population.",10,40_2012,2,2,7942,8002,,"{""Premise"": 11, ""O"": 1}",Premise,"Libya's 6 million population; Egypt, 80 million population.",ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,Premise,513.4,517.12,clip_55
56,56,6862,We want -- we want to make sure that we're seeing progress throughout the Middle East.,10,40_2012,3,3,8002,8089,,"{""Claim"": 17, ""O"": 1}",Claim,We want -- we want to make sure that we're seeing progress throughout the Middle East.,ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,Claim,517.12,520.24,clip_56
57,57,6863,"With Mali now having North Mali taken over by Al Qaida; with Syria having Assad continuing to -- to kill, to murder his own people, this is a region in tumult.",10,40_2012,4,4,8089,8249,,"{""Premise"": 26, ""O"": 3, ""Claim"": 6}",Premise,"With Mali now having North Mali taken over by Al Qaida; with Syria having Assad continuing to -- to kill, to murder his own people, this is a region in tumult.",ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,Mixed,520.24,531.8,clip_57
58,58,6864,"And, of course, Iran on the path to a nuclear weapon, we've got real (inaudible).",10,40_2012,5,5,8250,8332,,"{""O"": 6, ""Premise"": 16}",Premise,"And, of course, Iran on the path to a nuclear weapon, we've got real (inaudible).",ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,Premise,531.8,535.68,clip_58
59,59,6865,"OBAMA: Governor Romney, I'm glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they're now calling to ask for their foreign policy back because, you know, the Cold War's been over for 20 years.",12,40_2012,0,0,8404,8760,,"{""O"": 10, ""Claim"": 35, ""Premise"": 33}",Claim," Governor Romney, I'm glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they're now calling to ask for their foreign policy back because, you know, the Cold War's been over for 20 years.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Mixed,538.36,556.16,clip_59
60,60,6866,"But Governor, when it comes to our foreign policy, you seem to want to import the foreign policies of the 1980s, just like the social policies of the 1950s and the economic policies of the 1920s.",12,40_2012,1,1,8760,8956,,"{""O"": 4, ""Claim"": 36}",Claim,"But Governor, when it comes to our foreign policy, you seem to want to import the foreign policies of the 1980s, just like the social policies of the 1950s and the economic policies of the 1920s.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Claim,556.16,569.88,clip_60
61,61,6867,You say that you're not interested in duplicating what happened in Iraq.,12,40_2012,2,2,8957,9030,,"{""Premise"": 13, ""O"": 1}",Premise,You say that you're not interested in duplicating what happened in Iraq.,OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Premise,569.88,574.76,clip_61
62,62,6868,"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",12,40_2012,3,3,9030,9121,,"{""Premise"": 20, ""O"": 1}",Premise,"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Premise,574.76,580.08,clip_62
63,63,6869,"And the -- the challenge we have -- I know you haven't been in a position to actually execute foreign policy -- but every time you've offered an opinion, you've been wrong.",12,40_2012,4,4,9121,9294,,"{""O"": 25, ""Claim"": 12}",O,"And the -- the challenge we have -- I know you haven't been in a position to actually execute foreign policy -- but every time you've offered an opinion, you've been wrong.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Mixed,580.08,589.72,clip_63
64,64,6870,"You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction.",12,40_2012,5,5,9294,9400,,"{""Premise"": 20, ""O"": 1}",Premise,"You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Premise,589.72,596.36,clip_64
65,65,6871,You said that we should still have troops in Iraq to this day.,12,40_2012,6,6,9401,9464,,"{""Premise"": 13, ""O"": 1}",Premise,You said that we should still have troops in Iraq to this day.,OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Premise,596.36,600.84,clip_65
66,66,6872,"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.",12,40_2012,7,7,9464,9612,,"{""Premise"": 26, ""O"": 1}",Premise,"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Premise,600.84,613.44,clip_66
67,67,6873,"You said that, first, we should not have a timeline in Afghanistan.",12,40_2012,8,8,9612,9680,,"{""Premise"": 14, ""O"": 1}",Premise,"You said that, first, we should not have a timeline in Afghanistan.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Premise,613.44,618.12,clip_67
68,68,6874,Then you said we should.,12,40_2012,9,9,9680,9705,,"{""Premise"": 5, ""O"": 1}",Premise,Then you said we should.,OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Premise,618.12,619.04,clip_68
69,69,6875,"Now you say maybe or it depends, which means not only were you wrong, but you were also confusing in sending mixed messages both to our troops and our allies.",12,40_2012,10,10,9705,9864,,"{""Premise"": 7, ""O"": 4, ""Claim"": 22}",Claim,"Now you say maybe or it depends, which means not only were you wrong, but you were also confusing in sending mixed messages both to our troops and our allies.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Mixed,619.04,628.44,clip_69
70,70,6876,"OBAMA: So, what -- what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map.",13,40_2012,0,0,9866,10026,,"{""O"": 8, ""Claim"": 27}",Claim," So, what -- what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Claim,628.44,638.8,clip_70
71,71,6877,"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.",13,40_2012,1,1,10026,10209,,"{""O"": 6, ""Claim"": 30}",Claim,"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.",OBAMA,Candidate,TEST,22 Oct 2012,2012,Barack H. Obama,Claim,638.8,649.68,clip_71
72,72,6878,"ROMNEY: Well, of course I don't concur with what the president said about my own record and the things that I've said.",15,40_2012,0,0,10297,10416,,"{""O"": 7, ""Claim"": 20}",Claim," Well, of course I don't concur with what the president said about my own record and the things that I've said.",ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,Claim,652.48,658.6,clip_72
73,73,6879,They don't happen to be accurate.,15,40_2012,1,1,10416,10450,,"{""Claim"": 7, ""O"": 1}",Claim,They don't happen to be accurate.,ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,Claim,658.6,659.96,clip_73
74,74,6880,"But -- but I can say this, that we're talking about the Middle East and how to help the Middle East reject the kind of terrorism we're seeing, and the rising tide of tumult and -- and confusion.",15,40_2012,2,2,10450,10645,,"{""O"": 43}",O,"But -- but I can say this, that we're talking about the Middle East and how to help the Middle East reject the kind of terrorism we're seeing, and the rising tide of tumult and -- and confusion.",ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,O,659.96,670.52,clip_74
75,75,6881,And -- and attacking me is not an agenda.,15,40_2012,3,3,10645,10687,,"{""O"": 10}",O,And -- and attacking me is not an agenda.,ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,O,670.52,673.52,clip_75
76,76,6882,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.",15,40_2012,4,4,10687,10877,,"{""O"": 38}",O,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.",ROMNEY,Candidate,TEST,22 Oct 2012,2012,Willard(Mitt) M. Romney,O,673.52,682.32,clip_76
