,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
14,14,14,23718,"BUSH: I, too, want to extend my prayers and blessings, God's blessings on the families whose lives were overturned yes -- tod -- last night.",6,28_2000,0,0,4558,4699,,"{""O"": 3, ""Premise"": 28}",Premise," I, too, want to extend my prayers and blessings, God's blessings on the families whose lives were overturned yes -- tod -- last night.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Premise,370.04,381.12,clip_14
15,15,15,23719,It's a tragic moment.,6,28_2000,1,1,4699,4721,,"{""Claim"": 5, ""O"": 1}",Claim,It's a tragic moment.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,381.12,383.96,clip_15
16,16,16,23720,"Actually, Mr. Vice President, it's not true.",6,28_2000,2,2,4721,4766,,"{""Claim"": 10, ""O"": 1}",Claim,"Actually, Mr. Vice President, it's not true.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,383.96,385.64,clip_16
17,17,17,23721,I do support a national patient's bill of rights.,6,28_2000,3,3,4766,4816,,"{""Claim"": 10, ""O"": 1}",Claim,I do support a national patient's bill of rights.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,385.64,389.28,clip_17
18,18,18,23722,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",6,28_2000,4,4,4816,4963,,"{""Claim"": 30, ""O"": 1}",Claim,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,389.28,399.32,clip_18
19,19,19,23723,"It requires a different kind of leadership style to do it, though.",6,28_2000,5,5,4963,5030,,"{""Claim"": 13, ""O"": 1}",Claim,"It requires a different kind of leadership style to do it, though.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,399.32,403.28,clip_19
20,20,20,23724,"You see, in order to get something done on behalf of the people, you have to put partisanship aside, and that's what we did in my state.",6,28_2000,6,6,5030,5167,,"{""O"": 6, ""Claim"": 26}",Claim,"You see, in order to get something done on behalf of the people, you have to put partisanship aside, and that's what we did in my state.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,403.28,411.24,clip_20
21,21,21,23725,We have one of the most advanced patient's bill of rights.,6,28_2000,7,7,5167,5226,,"{""Claim"": 12, ""O"": 1}",Claim,We have one of the most advanced patient's bill of rights.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,411.24,413.8,clip_21
22,22,22,23726,"It says, for example, that a woman doesn't have to go through a gate keeper to go to her gynecologist.",6,28_2000,8,8,5226,5329,,"{""Premise"": 23, ""O"": 1}",Premise,"It says, for example, that a woman doesn't have to go through a gate keeper to go to her gynecologist.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Premise,413.8,421.48,clip_22
23,23,23,23727,"It says that you can't gag a doctor, doctor can advise you.",6,28_2000,9,9,5329,5389,,"{""Premise"": 14, ""O"": 1}",Premise,"It says that you can't gag a doctor, doctor can advise you.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Premise,421.48,425.72,clip_23
24,24,24,23728,"The HMO, the insurance company, can't gag that doctor from giving you full advice.",6,28_2000,10,10,5389,5472,,"{""Premise"": 17, ""O"": 1}",Premise,"The HMO, the insurance company, can't gag that doctor from giving you full advice.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Premise,425.72,430.56,clip_24
25,25,25,23729,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",6,28_2000,11,11,5472,5571,,"{""O"": 2, ""Premise"": 19}",Premise,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Premise,430.56,436.36,clip_25
26,26,26,23730,But we did something else that was interesting.,6,28_2000,12,12,5571,5619,,"{""O"": 2, ""Claim"": 7}",Claim,But we did something else that was interesting.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,436.36,439.0,clip_26
27,27,27,23731,We're one of the first states that said you can sue an HMO for denying you proper coverage.,6,28_2000,13,13,5619,5711,,"{""Claim"": 19, ""O"": 1}",Claim,We're one of the first states that said you can sue an HMO for denying you proper coverage.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,439.0,446.08,clip_27
28,28,28,23732,Now there's what's called an Independent Review Organization that you have to go through first.,6,28_2000,14,14,5711,5807,,"{""Claim"": 17, ""O"": 1}",Claim,Now there's what's called an Independent Review Organization that you have to go through first.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,446.08,450.44,clip_28
29,29,29,23733,"It says if youâ€™ve got a complaint with your insurance company, you can take your complaint to an objective body.",6,28_2000,15,15,5807,5922,,"{""Claim"": 21, ""O"": 1}",Claim,"It says if youâ€™ve got a complaint with your insurance company, you can take your complaint to an objective body.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,450.44,457.36,clip_29
30,30,30,23734,"If the objective body rules on your behalf, the insurance company must follow those rules.",6,28_2000,16,16,5922,6013,,"{""Claim"": 16, ""O"": 1}",Claim,"If the objective body rules on your behalf, the insurance company must follow those rules.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,457.36,461.8,clip_30
31,31,31,23735,"However, if the insurance company doesn't follow the findings of the IRO, then that becomes a cause of action in a court of law.",6,28_2000,17,17,6013,6142,,"{""O"": 3, ""Claim"": 25}",Claim,"However, if the insurance company doesn't follow the findings of the IRO, then that becomes a cause of action in a court of law.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,461.8,471.24,clip_31
32,32,32,23736,"It's time for our nation to come together and do what's right for the people, and I think this is right for the people.",6,28_2000,18,18,6142,6262,,"{""Claim"": 25, ""O"": 3}",Claim,"It's time for our nation to come together and do what's right for the people, and I think this is right for the people.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,471.24,480.04,clip_32
33,33,33,23737,"You know, I support a national patient's bill of rights, Mr. Vice President, and I want all people covered.",6,28_2000,19,19,6262,6370,,"{""O"": 5, ""Claim"": 19}",Claim,"You know, I support a national patient's bill of rights, Mr. Vice President, and I want all people covered.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,480.04,487.84,clip_33
34,34,34,23738,I don't want the law to supersede good law like we've got in Texas.,6,28_2000,20,20,6370,6438,,"{""Claim"": 16, ""O"": 1}",Claim,I don't want the law to supersede good law like we've got in Texas.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,487.84,491.84,clip_34
35,35,35,23739,I think --,6,28_2000,21,21,6438,6449,,"{""O"": 3}",O,I think --,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,O,491.84,492.08,clip_35
36,36,36,23740,"GORE: Jim, we have a direct disagreement on this.",8,28_2000,0,0,6489,6539,,"{""O"": 12}",O," Jim, we have a direct disagreement on this.",GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,O,494.6,496.96,clip_36
37,37,37,23741,GORE: Absolutely not.,10,28_2000,0,0,6886,6908,,"{""O"": 3, ""Claim"": 2}",O, Absolutely not.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,O,1953.0,1954.0,clip_37
38,38,38,23742,I referred to the Dingle-Norwood bill.,10,28_2000,1,1,6908,6947,,"{""Premise"": 6, ""O"": 1}",Premise,I referred to the Dingle-Norwood bill.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Premise,516.36,520.0,clip_38
39,39,39,23743,It is the bipartisan bill that is now pending in the Congress.,10,28_2000,2,2,6947,7010,,"{""Claim"": 12, ""O"": 1}",Claim,It is the bipartisan bill that is now pending in the Congress.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Claim,520.0,525.44,clip_39
40,40,40,23744,"The HMOs and the insurance companies support the other bill that's pending, the one that the Republican majority has put forward.",10,28_2000,3,3,7010,7140,,"{""O"": 24}",O,"The HMOs and the insurance companies support the other bill that's pending, the one that the Republican majority has put forward.",GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,O,525.44,533.44,clip_40
41,41,41,23745,"They like it because it doesn't accomplish what I think really needs to be accomplished to give the decisions back to the doctors and nurses and give you a right of appeal to somebody other than the HMO or insurance company, let you go to the nearest emergency room without having to call an HMO before you call 911, to let you see a specialist if you need to, and it has strong bipartisan support.",10,28_2000,4,4,7140,7539,,"{""Claim"": 3, ""O"": 4, ""Premise"": 73}",Premise,"They like it because it doesn't accomplish what I think really needs to be accomplished to give the decisions back to the doctors and nurses and give you a right of appeal to somebody other than the HMO or insurance company, let you go to the nearest emergency room without having to call an HMO before you call 911, to let you see a specialist if you need to, and it has strong bipartisan support.",GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Mixed,533.44,556.16,clip_41
42,42,42,23746,It is being blocked by the Republican leadership in the Congress.,10,28_2000,5,5,7539,7605,,"{""Premise"": 11, ""O"": 1}",Premise,It is being blocked by the Republican leadership in the Congress.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Premise,556.16,558.48,clip_42
43,43,43,23747,"GORE: And I specifically would like to know whether Governor Bush will support the Dingle-Norwood bill, which is the main one pending.",12,28_2000,0,0,7623,7758,,"{""O"": 25}",O," And I specifically would like to know whether Governor Bush will support the Dingle-Norwood bill, which is the main one pending.",GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,O,558.92,567.36,clip_43
44,44,44,23748,"BUSH: Well, the difference is is that I can get it done.",14,28_2000,0,0,7923,7980,,"{""O"": 5, ""Claim"": 10}",Claim," Well, the difference is is that I can get it done.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,573.12,575.2,clip_44
45,45,45,23749,That I can get something positive done on behalf of the people.,14,28_2000,1,1,7980,8044,,"{""O"": 2, ""Claim"": 11}",Claim,That I can get something positive done on behalf of the people.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,575.2,579.88,clip_45
46,46,46,23750,That's what the question in this campaign is about.,14,28_2000,2,2,8044,8096,,"{""Claim"": 10, ""O"": 1}",Claim,That's what the question in this campaign is about.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,579.88,583.36,clip_46
47,47,47,23751,"It's not only what's your philosophy and what's your position on issues, but can you get things done?",14,28_2000,3,3,8096,8198,,"{""Claim"": 20, ""O"": 3}",Claim,"It's not only what's your philosophy and what's your position on issues, but can you get things done?",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,583.36,590.84,clip_47
48,48,48,23752,And I believe I can.,14,28_2000,4,4,8198,8219,,"{""O"": 2, ""Claim"": 4}",Claim,And I believe I can.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,590.84,591.36,clip_48
49,49,49,23753,GORE: What about the Dingle-Norwood bill?,15,28_2000,0,0,8220,8262,,"{""O"": 8}",O, What about the Dingle-Norwood bill?,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,O,591.36,595.08,clip_49
50,50,50,23754,BUSH: I'm not quite through.,17,28_2000,0,0,8338,8367,,"{""O"": 8}",O, I'm not quite through.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,O,597.36,597.96,clip_50
51,52,52,23756,I talked about the principles and the issues that I think are important in a patient's bill of rights.,17,28_2000,2,2,8382,8485,,"{""O"": 21}",O,I talked about the principles and the issues that I think are important in a patient's bill of rights.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,O,598.8,605.08,clip_52
52,53,53,23757,"It's kind of Washington, D.C. focus.",17,28_2000,3,3,8485,8522,,"{""O"": 9}",O,"It's kind of Washington, D.C. focus.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,O,605.08,607.2,clip_53
53,54,54,23758,"Well, it's in this committee or it's got this sponsor.",17,28_2000,4,4,8522,8577,,"{""O"": 14}",O,"Well, it's in this committee or it's got this sponsor.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,O,607.2,610.44,clip_54
54,55,55,23759,"If I'm the president, we're going to have emergency room care, we're going have gag orders, we're going to have direct access to OB/GYN.",17,28_2000,5,5,8577,8714,,"{""Claim"": 31, ""O"": 1}",Claim,"If I'm the president, we're going to have emergency room care, we're going have gag orders, we're going to have direct access to OB/GYN.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,610.44,618.12,clip_55
55,56,56,23760,People will be able to take their HMO insurance company to court.,17,28_2000,6,6,8714,8780,,"{""Claim"": 12, ""O"": 1}",Claim,People will be able to take their HMO insurance company to court.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,618.12,621.36,clip_56
56,57,57,23761,That's what I've done in Texas and that's the kind of leadership style I'll bring to Washington.,17,28_2000,7,7,8780,8877,,"{""Claim"": 20, ""O"": 2}",Claim,That's what I've done in Texas and that's the kind of leadership style I'll bring to Washington.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,621.36,625.8,clip_57
57,58,58,23762,"BUSH: Well, that's a great question.",20,28_2000,0,0,9356,9393,,"{""O"": 10}",O," Well, that's a great question.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,O,667.52,669.56,clip_58
58,59,59,23763,"I think one of the problems we have, particularly for seniors, is there is no prescription drug coverage in Medicare.",20,28_2000,1,1,9393,9511,,"{""Claim"": 22, ""O"": 1}",Claim,"I think one of the problems we have, particularly for seniors, is there is no prescription drug coverage in Medicare.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,669.56,675.92,clip_59
59,60,60,23764,"And therefore, when they have to try to purchase drugs they do so on their own, there's no kind of collective bargaining, no power of purchasing among seniors.",20,28_2000,2,2,9511,9671,,"{""O"": 4, ""Claim"": 29}",Claim,"And therefore, when they have to try to purchase drugs they do so on their own, there's no kind of collective bargaining, no power of purchasing among seniors.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,675.92,684.12,clip_60
60,61,61,23765,"So I think step one to make sure prescription drugs is more affordable for seniors, and those are the folks who really rely upon prescription drugs a lot these days, is to reform the Medicare system, is to have prescription drugs as an integral part of Medicare once and for all.",20,28_2000,3,3,9671,9951,,"{""O"": 4, ""Claim"": 51}",Claim,"So I think step one to make sure prescription drugs is more affordable for seniors, and those are the folks who really rely upon prescription drugs a lot these days, is to reform the Medicare system, is to have prescription drugs as an integral part of Medicare once and for all.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,684.12,700.16,clip_61
61,62,62,23766,"The problem we have today is like the patient's bill of rights, particularly with health care, there's a lot of bickering in Washington, D.C.",20,28_2000,4,4,9951,10093,,"{""Claim"": 30}",Claim,"The problem we have today is like the patient's bill of rights, particularly with health care, there's a lot of bickering in Washington, D.C.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,700.16,711.56,clip_62
62,63,63,23767,It's kind of like a political issue as opposed to a people issue.,20,28_2000,5,5,10093,10159,,"{""Premise"": 14, ""O"": 1}",Premise,It's kind of like a political issue as opposed to a people issue.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Premise,711.56,714.76,clip_63
63,64,64,23768,"So what I want to do is I want to call upon Republicans and Democrats to forget all the arguing and finger pointing, and come together and take care of our seniors' prescription drug program, that says we'll pay for the poor seniors, we'll help all seniors with prescription drugs.",20,28_2000,6,6,10159,10441,,"{""O"": 8, ""Claim"": 49}",Claim,"So what I want to do is I want to call upon Republicans and Democrats to forget all the arguing and finger pointing, and come together and take care of our seniors' prescription drug program, that says we'll pay for the poor seniors, we'll help all seniors with prescription drugs.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,714.76,733.88,clip_64
64,65,65,23769,"In the meantime, I think it's important to have what's called Immediate Helping Hand, which is direct money to states so that seniors, poor seniors, don't have to choose between food and medicine.",20,28_2000,7,7,10441,10638,,"{""O"": 7, ""Claim"": 34}",Claim,"In the meantime, I think it's important to have what's called Immediate Helping Hand, which is direct money to states so that seniors, poor seniors, don't have to choose between food and medicine.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,733.88,746.12,clip_65
65,66,66,23770,That's part of an overall overhaul.,20,28_2000,8,8,10638,10674,,"{""Premise"": 7, ""O"": 1}",Premise,That's part of an overall overhaul.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Premise,746.12,748.84,clip_66
66,67,67,23771,The purchasing powers.,20,28_2000,9,9,10674,10697,,"{""O"": 4}",O,The purchasing powers.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,O,748.84,750.52,clip_67
67,68,68,23772,And I'm against price controls.,20,28_2000,10,10,10697,10729,,"{""O"": 2, ""Claim"": 5}",Claim,And I'm against price controls.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,750.52,753.08,clip_68
68,69,69,23773,I think price controls would hurt our ability to continue important research and development.,20,28_2000,11,11,10729,10823,,"{""Claim"": 14, ""O"": 1}",Claim,I think price controls would hurt our ability to continue important research and development.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,753.08,758.64,clip_69
69,70,70,23774,Drug therapies are replacing a lot of medicines as we used to know it.,20,28_2000,12,12,10823,10894,,"{""O"": 15}",O,Drug therapies are replacing a lot of medicines as we used to know it.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,O,758.64,762.36,clip_70
70,71,71,23775,One of the most important things is to continue the research and development component.,20,28_2000,13,13,10894,10982,,"{""Claim"": 14, ""O"": 1}",Claim,One of the most important things is to continue the research and development component.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,762.36,767.56,clip_71
71,72,72,23776,And so I'm against price controls.,20,28_2000,14,14,10982,11017,,"{""O"": 3, ""Claim"": 5}",Claim,And so I'm against price controls.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,767.56,769.56,clip_72
72,73,73,23777,"Expediting drugs through the FDA makes sense, of course.",20,28_2000,15,15,11017,11074,,"{""Claim"": 10, ""O"": 1}",Claim,"Expediting drugs through the FDA makes sense, of course.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,769.56,772.68,clip_73
73,74,74,23778,"Allowing the new bill that was passed in the Congress made sense to allow for, you know, drugs that were sold overseas to come back and other countries to come back into the United States.",20,28_2000,16,16,11074,11263,,"{""Claim"": 37, ""O"": 1}",Claim,"Allowing the new bill that was passed in the Congress made sense to allow for, you know, drugs that were sold overseas to come back and other countries to come back into the United States.",BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,772.68,784.4,clip_74
74,75,75,23779,That makes sense.,20,28_2000,17,17,11263,11281,,"{""Claim"": 3, ""O"": 1}",Claim,That makes sense.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,784.4,785.52,clip_75
75,76,76,23780,But the best thing to do is to reform Medicare.,20,28_2000,18,18,11281,11329,,"{""O"": 2, ""Claim"": 9}",Claim,But the best thing to do is to reform Medicare.,BUSH,Candidate,TEST,17 Oct 2000,2000,George W. Bush,Claim,785.52,788.48,clip_76
76,77,77,23781,"GORE: All right, here we go again.",22,28_2000,0,0,11376,11411,,"{""O"": 10}",O," All right, here we go again.",GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,O,791.04,792.64,clip_77
77,78,78,23782,"Now look, if you want someone who will spend a lot of words describing a whole convoluted process and then end up supporting legislation that is supported by the big drug companies, this is your man.",22,28_2000,1,1,11411,11611,,"{""O"": 5, ""Premise"": 30, ""Claim"": 4}",Premise,"Now look, if you want someone who will spend a lot of words describing a whole convoluted process and then end up supporting legislation that is supported by the big drug companies, this is your man.",GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Mixed,792.64,808.28,clip_78
78,79,79,23783,"If you want someone who will fight for you and who will fight for the middle-class families and working men and women, who are sick and tired of having their parents and grandparents pay higher prices for prescription drugs than anybody else, then I want to fight for you.",22,28_2000,2,2,11611,11884,,"{""Premise"": 43, ""O"": 3, ""Claim"": 6}",Premise,"If you want someone who will fight for you and who will fight for the middle-class families and working men and women, who are sick and tired of having their parents and grandparents pay higher prices for prescription drugs than anybody else, then I want to fight for you.",GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Mixed,808.28,825.36,clip_79
79,80,80,23784,And you asked a great question because it's not only seniors.,22,28_2000,3,3,11884,11946,,"{""O"": 3, ""Claim"": 5, ""Premise"": 5}",Claim,And you asked a great question because it's not only seniors.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Mixed,825.36,831.16,clip_80
80,81,81,23785,"Listen, for 24 years I have never been afraid to take on the big drug companies.",22,28_2000,4,4,11946,12027,,"{""O"": 3, ""Claim"": 15}",Claim,"Listen, for 24 years I have never been afraid to take on the big drug companies.",GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Claim,831.16,838.24,clip_81
81,82,82,23786,They do some great things.,22,28_2000,5,5,12027,12054,,"{""Premise"": 5, ""O"": 1}",Premise,They do some great things.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Premise,838.24,840.16,clip_82
82,83,83,23787,They discover great new cures and that's great.,22,28_2000,6,6,12054,12102,,"{""Premise"": 5, ""O"": 2, ""Claim"": 3}",Premise,They discover great new cures and that's great.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Mixed,840.16,843.48,clip_83
83,84,84,23788,We want them to continue that.,22,28_2000,7,7,12102,12133,,"{""Claim"": 6, ""O"": 1}",Claim,We want them to continue that.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Claim,843.48,844.8,clip_84
84,85,85,23789,But they are now spending more money on advertising and promotion.,22,28_2000,8,8,12133,12200,,"{""O"": 2, ""Premise"": 10}",Premise,But they are now spending more money on advertising and promotion.,GORE,Candidate,TEST,17 Oct 2000,2000,Albert A. Gore,Premise,844.8,848.84,clip_85
