,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
25542,I'm a father of sons; I have a grandson.,3,9_1980,10,10,4005,4046,,"{""Premise"": 10, ""O"": 2}",Premise,I'm a father of sons; I have a grandson.,REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Premise,281.16,284.64,NOT_FOUND
25543,"I don't ever want to see another generation of young Americans bleed their lives into sandy beachheads in the Pacific, or rice paddies and jungles in the in Asia or the muddy battlefields of Europe.",3,9_1980,11,11,4046,4245,,"{""Claim"": 37, ""O"": 1}",Claim,"I don't ever want to see another generation of young Americans bleed their lives into sandy beachheads in the Pacific, or rice paddies and jungles in the in Asia or the muddy battlefields of Europe.",REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Claim,284.64,301.08,NOT_FOUND
25544,"REAGAN: Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.",6,9_1980,0,0,4827,5271,,"{""O"": 12, ""Premise"": 28, ""Claim"": 49}",Claim," Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government.",REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Mixed,338.6,369.12,NOT_FOUND
25545,"spending - we can afford the tax cuts I have proposed and probably mainly because Mr. Carter's economic policy has built into the next five years, and on beyond that, a tax increase that will be taking $86 billion more out of the people's pockets than was taken this year.",6,9_1980,1,1,5271,5544,,"{""Claim"": 11, ""O"": 5, ""Premise"": 40}",Premise,"spending - we can afford the tax cuts I have proposed and probably mainly because Mr. Carter's economic policy has built into the next five years, and on beyond that, a tax increase that will be taking $86 billion more out of the people's pockets than was taken this year.",REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Mixed,369.12,388.28,NOT_FOUND
25546,And my tax cut does not come close to eliminating that $86 billion increase.,6,9_1980,2,2,5544,5621,,"{""O"": 2, ""Premise"": 14}",Premise,And my tax cut does not come close to eliminating that $86 billion increase.,REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Premise,388.28,394.04,NOT_FOUND
25547,I'm only reducing the amount of the increase.,6,9_1980,3,3,5621,5667,,"{""Premise"": 9, ""O"": 1}",Premise,I'm only reducing the amount of the increase.,REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Premise,394.04,397.12,NOT_FOUND
25548,"In other words, what I'm talking about is not putting government back to getting less money than government's been getting, but simply cutting the increase in in spending.",6,9_1980,4,4,5667,5839,,"{""O"": 5, ""Claim"": 28}",Claim,"In other words, what I'm talking about is not putting government back to getting less money than government's been getting, but simply cutting the increase in in spending.",REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Claim,397.12,406.36,NOT_FOUND
25549,"CARTER: Mr. Stone, I've had to make thousands of decisions since I've been President, serving in the Oval Office.",9,9_1980,0,0,6555,6669,,"{""O"": 6, ""Premise"": 19}",Premise," Mr. Stone, I've had to make thousands of decisions since I've been President, serving in the Oval Office.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,450.76,459.88,NOT_FOUND
25550,"And with each one of those decisions that affect the future of my country, I have learned in the process.",9,9_1980,1,1,6669,6775,,"{""O"": 2, ""Premise"": 20}",Premise,"And with each one of those decisions that affect the future of my country, I have learned in the process.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,459.88,464.92,NOT_FOUND
25551,I think I'm a much wiser and more experienced man than I was when I debated four years ago against President Ford.,9,9_1980,2,2,6775,6890,,"{""Claim"": 23, ""O"": 1}",Claim,I think I'm a much wiser and more experienced man than I was when I debated four years ago against President Ford.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,464.92,472.0,NOT_FOUND
25552,I've also learned that there are no simple answers to complicated questions.,9,9_1980,3,3,6890,6967,,"{""Claim"": 13, ""O"": 1}",Claim,I've also learned that there are no simple answers to complicated questions.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,472.0,476.92,NOT_FOUND
25553,H. L. Mencken said that for every problem there's a simple answer.,9,9_1980,4,4,6967,7034,,"{""Premise"": 14}",Premise,H. L. Mencken said that for every problem there's a simple answer.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,476.92,482.68,NOT_FOUND
25554,It would be neat and plausible and wrong.,9,9_1980,5,5,7034,7076,,"{""Premise"": 8, ""O"": 1}",Premise,It would be neat and plausible and wrong.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,482.68,487.72,NOT_FOUND
25555,"The fact is that this nation, in the eight years before I became President, had its own military strength decreased.",9,9_1980,6,6,7076,7193,,"{""O"": 5, ""Claim"": 18}",Claim,"The fact is that this nation, in the eight years before I became President, had its own military strength decreased.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,487.72,494.24,NOT_FOUND
25556,"Seven out of eight years, the budget commitments for defense went down, 37% in all.",9,9_1980,7,7,7193,7277,,"{""Premise"": 18, ""O"": 1}",Premise,"Seven out of eight years, the budget commitments for defense went down, 37% in all.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,494.24,503.12,NOT_FOUND
25557,"Since I've been in office, we've had a steady, carefully planned, methodical but, very effective increase in our commitment for defense.",9,9_1980,8,8,7277,7414,,"{""Claim"": 27, ""O"": 1}",Claim,"Since I've been in office, we've had a steady, carefully planned, methodical but, very effective increase in our commitment for defense.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,503.12,511.8,NOT_FOUND
25558,But what we've done is use that enormous power and prestige and military strength of the United States to preserve the peace.,9,9_1980,9,9,7414,7540,,"{""O"": 2, ""Premise"": 22}",Premise,But what we've done is use that enormous power and prestige and military strength of the United States to preserve the peace.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,511.8,521.76,NOT_FOUND
25559,"We've not only kept peace for our own country, but we've been able to extend the benefits of peace to others.",9,9_1980,10,10,7540,7650,,"{""Claim"": 24, ""O"": 1}",Claim,"We've not only kept peace for our own country, but we've been able to extend the benefits of peace to others.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,521.76,527.56,NOT_FOUND
25560,"In the Middle East, we've worked for a peace treaty between Israel and Egypt, successfully, and have tied ourselves together with Israel and Egypt in a common defense capability.",9,9_1980,11,11,7650,7829,,"{""Premise"": 33, ""O"": 1}",Premise,"In the Middle East, we've worked for a peace treaty between Israel and Egypt, successfully, and have tied ourselves together with Israel and Egypt in a common defense capability.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,527.56,538.56,NOT_FOUND
25561,"This is a very good step forward for our nation's security, and we'll continue to do as we have done in the past.",9,9_1980,12,12,7829,7943,,"{""Premise"": 12, ""O"": 3, ""Claim"": 12}",Premise,"This is a very good step forward for our nation's security, and we'll continue to do as we have done in the past.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Mixed,538.56,546.72,NOT_FOUND
25562,I might also add that there are decisions that are made in the Oval Office by every President which are profound in nature.,9,9_1980,13,13,7943,8067,,"{""O"": 6, ""Claim"": 18}",Claim,I might also add that there are decisions that are made in the Oval Office by every President which are profound in nature.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,546.72,553.84,NOT_FOUND
25563,"There are always trouble spots in the world, and how those troubled areas are addressed by a President alone in that Oval Office affects our nation directly, the involvement of the United States and also our American interests.",9,9_1980,14,14,8067,8295,,"{""Premise"": 40, ""O"": 1}",Premise,"There are always trouble spots in the world, and how those troubled areas are addressed by a President alone in that Oval Office affects our nation directly, the involvement of the United States and also our American interests.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,553.84,570.28,NOT_FOUND
25564,"That is a basic decision that has to be made so frequently, by every President who serves.",9,9_1980,15,15,8295,8386,,"{""O"": 19}",O,"That is a basic decision that has to be made so frequently, by every President who serves.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,O,570.28,575.28,NOT_FOUND
25565,That is what I have tried to do successfully by keeping our country at peace.,9,9_1980,16,16,8386,8464,,"{""Claim"": 9, ""Premise"": 6, ""O"": 1}",Claim,That is what I have tried to do successfully by keeping our country at peace.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Mixed,575.28,579.08,NOT_FOUND
25566,"CARTER: Mr. Stone, in my State of the Union address earlier this year, I pointed out that any threat to the stability or security of the Persian Gulf would be a threat to the security of our own country.",12,9_1980,0,0,9031,9235,,"{""O"": 6, ""Premise"": 37}",Premise," Mr. Stone, in my State of the Union address earlier this year, I pointed out that any threat to the stability or security of the Persian Gulf would be a threat to the security of our own country.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,612.52,624.72,NOT_FOUND
25567,"In the past, we have not had an adequate military presence in that region.",12,9_1980,1,1,9235,9310,,"{""Premise"": 15, ""O"": 1}",Premise,"In the past, we have not had an adequate military presence in that region.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,624.72,629.12,NOT_FOUND
25568,Now we have two major carrier task forces.,12,9_1980,2,2,9310,9353,,"{""Premise"": 8, ""O"": 1}",Premise,Now we have two major carrier task forces.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,629.12,632.28,NOT_FOUND
25569,We have access to facilities in five different areas of that region.,12,9_1980,3,3,9353,9422,,"{""Premise"": 12, ""O"": 1}",Premise,We have access to facilities in five different areas of that region.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,632.28,636.24,NOT_FOUND
25570,"And we've made it clear that working with our allies and others, that we are prepared to address any foreseeable eventuality which might interrupt commerce with that crucial area of the world.",12,9_1980,4,4,9422,9615,,"{""O"": 16, ""Claim"": 19}",Claim,"And we've made it clear that working with our allies and others, that we are prepared to address any foreseeable eventuality which might interrupt commerce with that crucial area of the world.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,636.24,647.72,NOT_FOUND
25571,"But in doing this, we have made sure that we address this question peacefully, not injecting American military forces into combat, but letting the strength of our nation be felt in a beneficial way.",12,9_1980,5,5,9615,9814,,"{""O"": 9, ""Claim"": 10, ""Premise"": 19}",Premise,"But in doing this, we have made sure that we address this question peacefully, not injecting American military forces into combat, but letting the strength of our nation be felt in a beneficial way.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Mixed,647.72,659.88,NOT_FOUND
25572,"This, I believe, has assured that our interests will be protected in the Persian Gulf region, as we have done in the Middle East and throughout the world.",12,9_1980,6,6,9814,9969,,"{""Claim"": 31, ""O"": 1}",Claim,"This, I believe, has assured that our interests will be protected in the Persian Gulf region, as we have done in the Middle East and throughout the world.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,659.88,668.48,NOT_FOUND
25573,"REAGAN: Well yes, I question the figure about the decline in defense spending under the two previous Administrations in the preceding eight years to this Administration.",14,9_1980,0,0,10034,10204,,"{""O"": 6, ""Claim"": 23}",Claim," Well yes, I question the figure about the decline in defense spending under the two previous Administrations in the preceding eight years to this Administration.",REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Claim,671.32,680.4,NOT_FOUND
25574,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",14,9_1980,1,1,10204,10388,,"{""Premise"": 36, ""O"": 1}",Premise,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Premise,680.4,690.6,NOT_FOUND
25575,"I also would like to point out that Republican presidents in those years, faced with a Democratic majority in both houses of the Congress, found that their requests for defense budgets were very often cut.",14,9_1980,2,2,10388,10594,,"{""Premise"": 37, ""O"": 1}",Premise,"I also would like to point out that Republican presidents in those years, faced with a Democratic majority in both houses of the Congress, found that their requests for defense budgets were very often cut.",REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Premise,690.6,702.6,NOT_FOUND
25576,"Now, Gerald Ford left a five-year projected plan for a military build-up to restore our defenses, and President Carter's administration reduced that by 38%, cut 60 ships out of the Navy building program that had been proposed, and stopped the the B-l, delayed the cruise missile, stopped the production line for the Minuteman missile, stopped the Trident or delayed the Trident submarine, and now is planning a mobile military force that can be delivered to various spots in the world which does make me question his assaults on whether I am the one who is quick to look for use of force.",14,9_1980,3,3,10594,11183,,"{""O"": 13, ""Premise"": 78, ""Claim"": 22}",Premise,"Now, Gerald Ford left a five-year projected plan for a military build-up to restore our defenses, and President Carter's administration reduced that by 38%, cut 60 ships out of the Navy building program that had been proposed, and stopped the the B-l, delayed the cruise missile, stopped the production line for the Minuteman missile, stopped the Trident or delayed the Trident submarine, and now is planning a mobile military force that can be delivered to various spots in the world which does make me question his assaults on whether I am the one who is quick to look for use of force.",REAGAN,Candidate,TEST,28 Oct 1980,1980,Ronald W. Reagan,Mixed,702.6,744.44,NOT_FOUND
25577,"CARTER: Well, there are various elements of defense.",16,9_1980,0,0,11251,11304,,"{""O"": 5, ""Claim"": 6}",Claim," Well, there are various elements of defense.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,747.72,750.36,NOT_FOUND
25578,"One is to control nuclear weapons, which I hope we'll get to later on because that is the most important single issue in this campaign.",16,9_1980,1,1,11304,11440,,"{""Premise"": 6, ""O"": 22}",O,"One is to control nuclear weapons, which I hope we'll get to later on because that is the most important single issue in this campaign.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Mixed,750.36,757.72,NOT_FOUND
25579,Another one is how to address troubled areas of the world.,16,9_1980,2,2,11440,11499,,"{""Premise"": 11, ""O"": 1}",Premise,Another one is how to address troubled areas of the world.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,757.72,760.48,NOT_FOUND
25580,"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.",16,9_1980,3,3,11499,11797,,"{""O"": 49}",O,"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,O,760.48,778.88,NOT_FOUND
25581,"In addition to that, the build-up of military forces is good for our country because we've got to have military strength to preserve the peace.",16,9_1980,4,4,11797,11941,,"{""O"": 7, ""Claim"": 10, ""Premise"": 11}",Premise,"In addition to that, the build-up of military forces is good for our country because we've got to have military strength to preserve the peace.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Mixed,778.88,786.6,NOT_FOUND
25582,"But I'll always remember that the best weapons are the ones that are never fired in combat, and the best soldier is one who never has to lay his life down on the field of battle.",16,9_1980,5,5,11941,12120,,"{""O"": 9, ""Premise"": 30}",Premise,"But I'll always remember that the best weapons are the ones that are never fired in combat, and the best soldier is one who never has to lay his life down on the field of battle.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,786.6,798.16,NOT_FOUND
25583,"Strength is imperative for peace, but the two must go hand in hand.",16,9_1980,6,6,12120,12188,,"{""Claim"": 14, ""O"": 1}",Claim,"Strength is imperative for peace, but the two must go hand in hand.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,798.16,803.44,NOT_FOUND
25584,CARTER: Again it's important to put the situation in perspective.,19,9_1980,0,0,12803,12869,,"{""O"": 13}",O, Again it's important to put the situation in perspective.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,O,851.56,856.24,NOT_FOUND
25585,"In 1974, we had a so-called oil shock, wherein the price of OPEC oil was raised to an extraordinary degree.",19,9_1980,1,1,12869,12977,,"{""Premise"": 22, ""O"": 1}",Premise,"In 1974, we had a so-called oil shock, wherein the price of OPEC oil was raised to an extraordinary degree.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,856.24,864.2,NOT_FOUND
25586,We had an even worse oil shock in 1979.,19,9_1980,2,2,12977,13017,,"{""Premise"": 9, ""O"": 1}",Premise,We had an even worse oil shock in 1979.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,864.2,868.32,NOT_FOUND
25587,"In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War.",19,9_1980,3,3,13017,13125,,"{""Premise"": 20, ""O"": 1}",Premise,"In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,868.32,876.12,NOT_FOUND
25588,The recession that resulted this time was the briefest since the Second World War.,19,9_1980,4,4,13125,13208,,"{""Claim"": 14, ""O"": 1}",Claim,The recession that resulted this time was the briefest since the Second World War.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,876.12,882.52,NOT_FOUND
25589,"In addition, we've brought down inflation.",19,9_1980,5,5,13208,13251,,"{""O"": 4, ""Claim"": 5}",Claim,"In addition, we've brought down inflation.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,882.52,885.36,NOT_FOUND
25590,"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase.",19,9_1980,6,6,13251,13379,,"{""Premise"": 24, ""O"": 1}",Premise,"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,885.36,892.52,NOT_FOUND
25591,It averaged about 18% in the first quarter of this year.,19,9_1980,7,7,13379,13436,,"{""Premise"": 12, ""O"": 1}",Premise,It averaged about 18% in the first quarter of this year.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,892.52,895.88,NOT_FOUND
25592,"In the second quarter, we had dropped it down to about 13%.",19,9_1980,8,8,13436,13496,,"{""Premise"": 14, ""O"": 1}",Premise,"In the second quarter, we had dropped it down to about 13%.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,895.88,899.72,NOT_FOUND
25593,"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us.",19,9_1980,9,9,13496,13824,,"{""Premise"": 40, ""O"": 14, ""Claim"": 14}",Premise,"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Mixed,899.72,919.04,NOT_FOUND
25594,I notice that Governor Reagan recently mentioned the Reagan-Kemp-Roth proposal.,19,9_1980,10,10,13824,13904,,"{""O"": 11}",O,I notice that Governor Reagan recently mentioned the Reagan-Kemp-Roth proposal.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,O,919.04,924.0,NOT_FOUND
25595,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.",19,9_1980,11,11,13904,14031,,"{""O"": 2, ""Premise"": 25}",Premise,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,924.0,931.84,NOT_FOUND
25596,"And Business Week, which is not a Democratic publication, said that this Reagan-Kemp-Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation.",19,9_1980,12,12,14031,14265,,"{""O"": 2, ""Premise"": 38}",Premise,"And Business Week, which is not a Democratic publication, said that this Reagan-Kemp-Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,931.84,945.36,NOT_FOUND
25597,"So our proposals are very sound and very carefully considered to stimulate jobs, to improve the industrial complex of this country, to create tools for American workers, and at the same time would be anti-inflationary in nature.",19,9_1980,13,13,14265,14494,,"{""O"": 7, ""Claim"": 34}",Claim,"So our proposals are very sound and very carefully considered to stimulate jobs, to improve the industrial complex of this country, to create tools for American workers, and at the same time would be anti-inflationary in nature.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,945.36,961.4,NOT_FOUND
25598,"So to add nine million new jobs, to control inflation, and to plan for the future with an energy policy now intact as a foundation is our plan for the years ahead.",19,9_1980,14,14,14494,14658,,"{""O"": 2, ""Claim"": 33}",Claim,"So to add nine million new jobs, to control inflation, and to plan for the future with an energy policy now intact as a foundation is our plan for the years ahead.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Claim,961.4,971.32,NOT_FOUND
25599,CARTER: Yes.,22,9_1980,0,0,15202,15215,,"{""O"": 3, ""Claim"": 1}",O, Yes.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,O,5029.12,5030.52,NOT_FOUND
25600,"We have demanded that the American people sacrifice, and they have done very well.",22,9_1980,1,1,15215,15298,,"{""O"": 11, ""Claim"": 5}",O,"We have demanded that the American people sacrifice, and they have done very well.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Mixed,1009.48,1013.8,NOT_FOUND
25601,"As a matter of fact, we're importing today about one-third less oil from overseas than we did just a year ago.",22,9_1980,2,2,15298,15409,,"{""O"": 7, ""Premise"": 17}",Premise,"As a matter of fact, we're importing today about one-third less oil from overseas than we did just a year ago.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,1013.8,1021.8,NOT_FOUND
25602,We've had a 25% reduction since the first year I was in office.,22,9_1980,3,3,15409,15473,,"{""Premise"": 15, ""O"": 1}",Premise,We've had a 25% reduction since the first year I was in office.,CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,1021.8,1025.76,NOT_FOUND
25603,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",22,9_1980,4,4,15473,15618,,"{""O"": 12, ""Premise"": 20}",Premise,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Premise,1025.76,1034.04,NOT_FOUND
25604,"Also, the new energy policy has been predicated on two factors: One is conservation, which requires sacrifice, and the other one, increase in production of American energy, which is going along very well - more coal this year than ever before in American history, more oil and gas wells drilled this year than ever before in history.",22,9_1980,5,5,15618,15952,,"{""O"": 29, ""Claim"": 13, ""Premise"": 23}",O,"Also, the new energy policy has been predicated on two factors: One is conservation, which requires sacrifice, and the other one, increase in production of American energy, which is going along very well - more coal this year than ever before in American history, more oil and gas wells drilled this year than ever before in history.",CARTER,Candidate,TEST,28 Oct 1980,1980,Jimmy E. Carter,Mixed,1034.04,1050.88,NOT_FOUND
