,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
10,10,26157,But we also have to deal with drug education prevention here at home.,2,15_1988,10,10,1988,2058,,"{""O"": 2, ""Claim"": 12}",Claim,But we also have to deal with drug education prevention here at home.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,158.04,161.68,clip_10
11,11,26158,And that's one of the things that I hope I can lead personally as the President of the United States.,2,15_1988,11,11,2058,2160,,"{""O"": 22}",O,And that's one of the things that I hope I can lead personally as the President of the United States.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,O,161.68,166.24,clip_11
12,12,26159,We've had great success in my own state.,2,15_1988,12,12,2160,2201,,"{""Premise"": 9, ""O"": 1}",Premise,We've had great success in my own state.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,166.24,169.04,clip_12
13,13,26160,And we've reached out to young people and their families and been able to help them by beginning drug education and prevention in the early elementary grades.,2,15_1988,13,13,2201,2360,,"{""O"": 2, ""Premise"": 27}",Premise,And we've reached out to young people and their families and been able to help them by beginning drug education and prevention in the early elementary grades.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,169.04,177.0,clip_13
14,14,26161,"So we can fight this war, and we can win this war.",2,15_1988,14,14,2360,2411,,"{""O"": 4, ""Claim"": 10}",Claim,"So we can fight this war, and we can win this war.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,177.0,180.24,clip_14
15,15,26162,"And we can do so in a way that marshals our forces, that provides real support for state and local law enforcement officers who have not been getting that support, and do it in a way which will bring down violence in this nation, will help our youngsters to stay away from drugs, will stop this avalanche of drugs that's pouring into the country, and will make it possible for our kids and our families to grow up in safe and secure and decent neighborhoods.",2,15_1988,15,15,2411,2870,,"{""O"": 9, ""Claim"": 83}",Claim,"And we can do so in a way that marshals our forces, that provides real support for state and local law enforcement officers who have not been getting that support, and do it in a way which will bring down violence in this nation, will help our youngsters to stay away from drugs, will stop this avalanche of drugs that's pouring into the country, and will make it possible for our kids and our families to grow up in safe and secure and decent neighborhoods.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,180.24,207.92,clip_15
16,16,26163,"BUSH: Well, a lot of what this campaign is about, it seems to me Bernie, goes to the question of values.",4,15_1988,0,0,2924,3029,,"{""O"": 26}",O," Well, a lot of what this campaign is about, it seems to me Bernie, goes to the question of values.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,210.88,216.36,clip_16
17,17,26164,"And here I do have, on this particular question, a big difference with my opponent.",4,15_1988,1,1,3029,3113,,"{""O"": 18}",O,"And here I do have, on this particular question, a big difference with my opponent.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,216.36,222.28,clip_17
18,18,26165,"You see, I do believe that some crimes are so heinous, so brutal, so outrageous, and I'd say particularly those that result in the death of a police officer, for those real brutal crimes, I do believe in the death penalty, and I think it is a deterrent, and I believe we need it.",4,15_1988,2,2,3113,3393,,"{""O"": 19, ""Premise"": 27, ""Claim"": 18}",Premise,"You see, I do believe that some crimes are so heinous, so brutal, so outrageous, and I'd say particularly those that result in the death of a police officer, for those real brutal crimes, I do believe in the death penalty, and I think it is a deterrent, and I believe we need it.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Mixed,222.28,243.4,clip_18
19,19,26166,And I'm glad that the Congress moved on this drug bill and have finally called for that related to these narcotics drug kingpins.,4,15_1988,3,3,3393,3523,,"{""O"": 2, ""Premise"": 23}",Premise,And I'm glad that the Congress moved on this drug bill and have finally called for that related to these narcotics drug kingpins.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,243.4,253.6,clip_19
20,20,26167,And so we just have an honest difference of opinion: I support it and he doesn't.,4,15_1988,4,4,3523,3605,,"{""O"": 19}",O,And so we just have an honest difference of opinion: I support it and he doesn't.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,253.6,261.6,clip_20
21,21,26168,BUSH: Bernie.,6,15_1988,0,0,3949,3963,,"{""O"": 4}",O, Bernie.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,291.12,291.56,clip_21
22,22,26169,BUSH: I'd have confidence in him.,8,15_1988,0,0,4110,4144,,"{""O"": 3, ""Claim"": 6}",Claim, I'd have confidence in him.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,305.24,307.08,clip_22
23,23,26170,And I made a good selection.,8,15_1988,1,1,4144,4173,,"{""O"": 2, ""Claim"": 5}",Claim,And I made a good selection.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,307.08,308.76,clip_23
24,24,26171,"And I've never seen such a pounding, an unfair pounding, on a young Senator in my entire life.",8,15_1988,2,2,4173,4268,,"{""O"": 2, ""Premise"": 20}",Premise,"And I've never seen such a pounding, an unfair pounding, on a young Senator in my entire life.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,308.76,316.96,clip_24
25,25,26172,And I've never seen a presidential campaign where the presidential nominee runs against my vice presidential nominee; never seen one before.,8,15_1988,3,3,4268,4409,,"{""O"": 3, ""Premise"": 21}",Premise,And I've never seen a presidential campaign where the presidential nominee runs against my vice presidential nominee; never seen one before.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,316.96,325.08,clip_25
26,26,26173,(Applause),8,15_1988,4,4,4409,4420,,"{""O"": 3}",O,(Applause),BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,2303.24,2304.12,clip_26
27,27,26174,"BUSH: But you know, Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he's had roughly the same amount of experience.",9,15_1988,0,0,4421,4547,,"{""O"": 7, ""Premise"": 21}",Premise," But you know, Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he's had roughly the same amount of experience.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,330.36,338.52,clip_27
28,28,26175,He had two terms in the Congress.,9,15_1988,1,1,4547,4581,,"{""Premise"": 7, ""O"": 1}",Premise,He had two terms in the Congress.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,338.52,340.16,clip_28
29,29,26176,"He had two terms in the Senate, serving his second term.",9,15_1988,2,2,4581,4638,,"{""Premise"": 12, ""O"": 1}",Premise,"He had two terms in the Senate, serving his second term.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,340.16,344.44,clip_29
30,30,26177,"He founded authored, the job training partnership act.",9,15_1988,3,3,4638,4693,,"{""Premise"": 9, ""O"": 1}",Premise,"He founded authored, the job training partnership act.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,344.44,347.96,clip_30
31,31,26178,It says to American working men and women that are thrown out of work for no fault of their own that they're going to have jobs.,9,15_1988,4,4,4693,4822,,"{""Premise"": 27, ""O"": 1}",Premise,It says to American working men and women that are thrown out of work for no fault of their own that they're going to have jobs.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,347.96,355.8,clip_31
32,32,26179,"We're moving into a new competitive age, and we need that kind of thing.",9,15_1988,5,5,4822,4895,,"{""Premise"": 8, ""O"": 3, ""Claim"": 6}",Premise,"We're moving into a new competitive age, and we need that kind of thing.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Mixed,355.8,360.12,clip_32
33,33,26180,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",9,15_1988,6,6,4895,5070,,"{""Claim"": 12, ""O"": 2, ""Premise"": 24}",Premise,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Mixed,360.12,372.04,clip_33
34,34,26181,"If we'd listened to them, we would never have had a treaty.",9,15_1988,7,7,5070,5130,,"{""Claim"": 14, ""O"": 1}",Claim,"If we'd listened to them, we would never have had a treaty.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,372.04,374.64,clip_34
35,35,26182,And so I have great confidence in him.,9,15_1988,8,8,5130,5169,,"{""O"": 3, ""Claim"": 6}",Claim,And so I have great confidence in him.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,374.64,376.96,clip_35
36,36,26183,And it's turning around.,9,15_1988,9,9,5169,5194,,"{""O"": 2, ""Claim"": 4}",Claim,And it's turning around.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,376.96,380.12,clip_36
37,37,26184,"You know, the American people are fair.",9,15_1988,10,10,5194,5234,,"{""O"": 4, ""Claim"": 5}",Claim,"You know, the American people are fair.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,380.12,383.64,clip_37
38,38,26185,They don't like it when there's an unfair pounding and kind of hooting about people.,9,15_1988,11,11,5234,5319,,"{""Premise"": 17, ""O"": 1}",Premise,They don't like it when there's an unfair pounding and kind of hooting about people.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,383.64,388.08,clip_38
39,39,26186,They want to judge it on the record itself.,9,15_1988,12,12,5319,5363,,"{""Premise"": 9, ""O"": 1}",Premise,They want to judge it on the record itself.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,388.08,390.68,clip_39
40,40,26187,And so I'm proud of my choice.,9,15_1988,13,13,5363,5394,,"{""O"": 3, ""Claim"": 6}",Claim,And so I'm proud of my choice.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,390.68,392.44,clip_40
41,41,26188,"And you know, I don't think age is the only criterion.",9,15_1988,14,14,5394,5449,,"{""O"": 5, ""Claim"": 9}",Claim,"And you know, I don't think age is the only criterion.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,392.44,396.24,clip_41
42,42,26189,"But I'll tell you something, I'm proud that people who are 30 years old and 40 years old now have someone in their generation that is going to be vice president of the United States of America.",9,15_1988,15,15,5449,5643,,"{""O"": 8, ""Premise"": 33}",Premise,"But I'll tell you something, I'm proud that people who are 30 years old and 40 years old now have someone in their generation that is going to be vice president of the United States of America.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,396.24,409.24,clip_42
43,43,26190,I made a good selection.,9,15_1988,16,16,5643,5668,,"{""Claim"": 5, ""O"": 1}",Claim,I made a good selection.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,409.24,410.72,clip_43
44,44,26191,"The American people are seeing it, and I'm proud of it; that's what I'd say.",9,15_1988,17,17,5668,5745,,"{""Premise"": 11, ""O"": 10}",Premise,"The American people are seeing it, and I'm proud of it; that's what I'd say.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,410.72,414.32,clip_44
45,45,26192,And he could do the job.,9,15_1988,18,18,5745,5770,,"{""O"": 2, ""Claim"": 5}",Claim,And he could do the job.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,414.32,415.72,clip_45
46,46,26193,"DUKAKIS: Bernard, this was the first presidential decision that we as nominees were called upon to make.",11,15_1988,0,0,5818,5923,,"{""O"": 5, ""Premise"": 15}",Premise," Bernard, this was the first presidential decision that we as nominees were called upon to make.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,419.44,425.36,clip_46
47,47,26194,And that's why people are so concerned.,11,15_1988,1,1,5923,5963,,"{""O"": 2, ""Claim"": 7}",Claim,And that's why people are so concerned.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,425.36,427.08,clip_47
48,48,26195,Because it was an opportunity for us to demonstrate what we were looking for in a running mate.,11,15_1988,2,2,5963,6059,,"{""O"": 2, ""Premise"": 17}",Premise,Because it was an opportunity for us to demonstrate what we were looking for in a running mate.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,427.08,433.44,clip_48
49,49,26196,"More than that, it was the first national security decision that we had to make.",11,15_1988,3,3,6059,6140,,"{""O"": 5, ""Premise"": 12}",Premise,"More than that, it was the first national security decision that we had to make.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,433.44,438.16,clip_49
50,50,26197,The Vice President talks about national security.,11,15_1988,4,4,6140,6190,,"{""Premise"": 7, ""O"": 1}",Premise,The Vice President talks about national security.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,438.16,439.76,clip_50
51,51,26198,"Three times since World War II, the Vice President has had to suddenly become the President and commander in chief.",11,15_1988,5,5,6190,6306,,"{""Premise"": 21, ""O"": 1}",Premise,"Three times since World War II, the Vice President has had to suddenly become the President and commander in chief.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,439.76,447.48,clip_51
52,52,26199,"I picked Lloyd Bentsen, because I thought he was the best qualified person for the job.",11,15_1988,6,6,6306,6394,,"{""O"": 7, ""Claim"": 11}",Claim,"I picked Lloyd Bentsen, because I thought he was the best qualified person for the job.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,447.48,452.64,clip_52
53,53,26200,(Applause) GOY.,11,15_1988,7,7,6394,6410,,"{""O"": 5}",O,(Applause) GOY.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,O,452.64,454.36,clip_53
54,54,26201,"DUKAKIS: Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.",12,15_1988,0,0,6411,6549,,"{""O"": 33}",O," Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,O,454.36,467.0,clip_54
55,55,26202,It sure did.,12,15_1988,1,1,6549,6562,,"{""O"": 4}",O,It sure did.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,O,467.0,467.72,clip_55
56,56,26203,(Applause),12,15_1988,2,2,6562,6573,,"{""O"": 3}",O,(Applause),DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,O,2303.24,2304.12,clip_56
57,57,26204,"BUSH: No, because I'm pledged to that, and yes, some taxes have gone up.",15,15_1988,0,0,7036,7109,,"{""O"": 7, ""Claim"": 1, ""Premise"": 12}",Premise," No, because I'm pledged to that, and yes, some taxes have gone up.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Mixed,501.8,506.96,clip_57
58,58,26205,"And the main point is, taxes have been cut, and yet income is up to the Federal Government by 25 percent in the last three years.",15,15_1988,1,1,7109,7239,,"{""O"": 9, ""Premise"": 20}",Premise,"And the main point is, taxes have been cut, and yet income is up to the Federal Government by 25 percent in the last three years.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,506.96,518.96,clip_58
59,59,26206,And so what I want to do is keep this expansion going.,15,15_1988,2,2,7239,7294,,"{""O"": 3, ""Claim"": 10}",Claim,And so what I want to do is keep this expansion going.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,518.96,523.08,clip_59
60,60,26207,I don't want to kill it off by a tax increase.,15,15_1988,3,3,7294,7341,,"{""Claim"": 12, ""O"": 1}",Claim,I don't want to kill it off by a tax increase.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,523.08,526.56,clip_60
61,61,26208,"More Americans at work today than at any time in the history of the country, and a greater percentage of the work force.",15,15_1988,4,4,7341,7462,,"{""Premise"": 24, ""O"": 1}",Premise,"More Americans at work today than at any time in the history of the country, and a greater percentage of the work force.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,526.56,533.92,clip_61
62,62,26209,And the way you kill expansions is to raise taxes.,15,15_1988,5,5,7462,7513,,"{""O"": 2, ""Premise"": 9}",Premise,And the way you kill expansions is to raise taxes.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,533.92,537.84,clip_62
63,63,26210,"And I don't want to do that, and I won't do that.",15,15_1988,6,6,7513,7563,,"{""O"": 4, ""Claim"": 12}",Claim,"And I don't want to do that, and I won't do that.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,537.84,541.04,clip_63
64,64,26211,And what I have proposed is something much better.,15,15_1988,7,7,7563,7614,,"{""O"": 2, ""Claim"": 8}",Claim,And what I have proposed is something much better.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,541.04,544.08,clip_64
65,65,26212,And it's going to take discipline of the executive branch; it's going to take discipline of the congressional branch.,15,15_1988,8,8,7614,7732,,"{""O"": 3, ""Claim"": 20}",Claim,And it's going to take discipline of the executive branch; it's going to take discipline of the congressional branch.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,544.08,550.56,clip_65
66,66,26213,And that is what I call a flexible freeze that allows growth about 4 percent or the rate of inflation but does not permit the Congress just to add on spending.,15,15_1988,9,9,7732,7892,,"{""O"": 2, ""Premise"": 30}",Premise,And that is what I call a flexible freeze that allows growth about 4 percent or the rate of inflation but does not permit the Congress just to add on spending.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,550.56,561.0,clip_66
67,67,26214,I hear this talk about a blank check.,15,15_1988,10,10,7892,7930,,"{""O"": 9}",O,I hear this talk about a blank check.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,561.0,563.36,clip_67
68,68,26215,The American people are pretty smart: they know who writes out the checks.,15,15_1988,11,11,7930,8005,,"{""O"": 15}",O,The American people are pretty smart: they know who writes out the checks.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,563.36,567.28,clip_68
69,69,26216,And they know who appropriates the money.,15,15_1988,12,12,8005,8047,,"{""O"": 8}",O,And they know who appropriates the money.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,567.28,569.64,clip_69
70,70,26217,It is the United States Congress.,15,15_1988,13,13,8047,8081,,"{""O"": 7}",O,It is the United States Congress.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,569.64,571.6,clip_70
71,71,26218,"And by two to one, Congress is blamed for these deficits.",15,15_1988,14,14,8081,8139,,"{""O"": 13}",O,"And by two to one, Congress is blamed for these deficits.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,571.6,576.76,clip_71
72,72,26219,And the answer is to discipline both the executive branch and the congressional branch by holding the line on taxes.,15,15_1988,15,15,8139,8256,,"{""O"": 21}",O,And the answer is to discipline both the executive branch and the congressional branch by holding the line on taxes.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,576.76,584.84,clip_72
73,73,26220,So I'm pledged to do that.,15,15_1988,16,16,8256,8283,,"{""O"": 8}",O,So I'm pledged to do that.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,584.84,586.68,clip_73
74,74,26221,"And those pessimists who say it can't be done, I'm sorry, I just have a fundamental disagreement with them",15,15_1988,17,17,8283,8390,,"{""O"": 23}",O,"And those pessimists who say it can't be done, I'm sorry, I just have a fundamental disagreement with them",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,586.68,592.44,clip_74
75,75,26222,"DUKAKIS: Ann, the Vice President made that pledge.",17,15_1988,0,0,8438,8489,,"{""O"": 5, ""Premise"": 6}",Premise," Ann, the Vice President made that pledge.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,597.44,600.76,clip_75
76,76,26223,He's broken it three times in the past year already.,17,15_1988,1,1,8489,8542,,"{""Premise"": 11, ""O"": 1}",Premise,He's broken it three times in the past year already.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,600.76,603.16,clip_76
77,77,26224,So it isn't worth the paper it's printed on.,17,15_1988,2,2,8542,8587,,"{""O"": 2, ""Claim"": 10}",Claim,So it isn't worth the paper it's printed on.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,603.16,605.28,clip_77
78,78,26225,"And what I'm concerned about is that if we continue with the policies that Mr. Bush is talking about here this evening, the flexible freeze somebody described it the other day as a kind of economic slurpee he wants to spend billions on virtually every weapons system around.",17,15_1988,3,3,8587,8862,,"{""O"": 51}",O,"And what I'm concerned about is that if we continue with the policies that Mr. Bush is talking about here this evening, the flexible freeze somebody described it the other day as a kind of economic slurpee he wants to spend billions on virtually every weapons system around.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,O,605.28,622.24,clip_78
79,79,26226,"He says he's not going to raise taxes, though he has broken that pledge repeatedly.",17,15_1988,4,4,8862,8946,,"{""O"": 5, ""Claim"": 7, ""Premise"": 6}",Claim,"He says he's not going to raise taxes, though he has broken that pledge repeatedly.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Mixed,622.24,625.76,clip_79
80,80,26227,"He says he wants to give the wealthiest one percent of the people in this country a five-year $40 billion tax break, and we're going to pay for it.",17,15_1988,5,5,8946,9094,,"{""O"": 5, ""Premise"": 21, ""Claim"": 7}",Premise,"He says he wants to give the wealthiest one percent of the people in this country a five-year $40 billion tax break, and we're going to pay for it.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Mixed,625.76,634.68,clip_80
81,81,26228,And he's been proposing all kinds of programs for new spending costing billions.,17,15_1988,6,6,9094,9175,,"{""O"": 2, ""Premise"": 13}",Premise,And he's been proposing all kinds of programs for new spending costing billions.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,634.68,639.44,clip_81
82,82,26229,"Now if we continue with these policies, this trillion and a half dollars worth of new debt that's already been added on the backs of the American taxpayer is going to increase even more, and if we continue with this for another four years, then I'm worried about the next generation, whether we can ever turn this situation around.",17,15_1988,7,7,9175,9507,,"{""O"": 4, ""Claim"": 62}",Claim,"Now if we continue with these policies, this trillion and a half dollars worth of new debt that's already been added on the backs of the American taxpayer is going to increase even more, and if we continue with this for another four years, then I'm worried about the next generation, whether we can ever turn this situation around.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,639.44,654.44,clip_82
83,83,26230,"No, we need a chief executive who is prepared to lead; who won't blame the Congress; who will lead to bring down that deficit, who will make tough choices on spending",17,15_1988,8,8,9507,9674,,"{""O"": 5, ""Claim"": 31}",Claim,"No, we need a chief executive who is prepared to lead; who won't blame the Congress; who will lead to bring down that deficit, who will make tough choices on spending",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,654.44,663.04,clip_83
84,84,26231,DUKAKIS: will go out and do the job that we expect of him and do it with the Congress of the United States.,19,15_1988,0,0,9691,9799,,"{""O"": 3, ""Claim"": 22}",Claim, will go out and do the job that we expect of him and do it with the Congress of the United States.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,663.12,667.8,clip_84
85,85,26232,(Applause),19,15_1988,1,1,9799,9810,,"{""O"": 3}",O,(Applause),DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,O,2303.24,2304.12,clip_85
86,86,26233,"DUKAKIS: No, I'm not sure I can promise that; I don't think either one of us can really.",22,15_1988,0,0,10121,10210,,"{""O"": 5, ""Claim"": 11, ""Premise"": 8}",Claim," No, I'm not sure I can promise that; I don't think either one of us can really.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Mixed,689.08,691.88,clip_86
