,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
10,"If I had it to recommend all over again, I would recommend exactly the same course of action.",1,30_2004,10,10,3916,4010,,"{""Premise"": 19, ""O"": 1}",Premise,"If I had it to recommend all over again, I would recommend exactly the same course of action.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Premise,226.88,231.56,NOT_FOUND
11,"The world is far safer today because Saddam Hussein is in jail, his government is no longer in power.",1,30_2004,11,11,4010,4112,,"{""Claim"": 6, ""O"": 2, ""Premise"": 13}",Premise,"The world is far safer today because Saddam Hussein is in jail, his government is no longer in power.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Mixed,231.56,237.56,NOT_FOUND
12,And we did exactly the right thing.,1,30_2004,12,12,4112,4148,,"{""O"": 2, ""Claim"": 6}",Claim,And we did exactly the right thing.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Claim,237.56,239.64,NOT_FOUND
13,EDWARDS: Thank you.,3,30_2004,0,0,4207,4227,,"{""O"": 5}",O, Thank you.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,O,5529.32,5529.88,NOT_FOUND
14,"Thank you, Gwen, for moderating this debate.",3,30_2004,1,1,4227,4272,,"{""O"": 10}",O,"Thank you, Gwen, for moderating this debate.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,O,242.12,244.0,NOT_FOUND
15,Thank you to the folks of Case Western and all the people in Ohio for having us here.,3,30_2004,2,2,4272,4358,,"{""O"": 19}",O,Thank you to the folks of Case Western and all the people in Ohio for having us here.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,O,244.0,249.88,NOT_FOUND
16,"Mr. Vice President, you are still not being straight with the American people.",3,30_2004,3,3,4359,4438,,"{""Claim"": 14, ""O"": 1}",Claim,"Mr. Vice President, you are still not being straight with the American people.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,249.88,254.32,NOT_FOUND
17,"I mean, the reality you and George Bush continue to tell people, first, that things are going well in Iraq -- the American people don't need us to explain this to them, they see it on their television every single day.",3,30_2004,4,4,4438,4657,,"{""O"": 5, ""Premise"": 42}",Premise,"I mean, the reality you and George Bush continue to tell people, first, that things are going well in Iraq -- the American people don't need us to explain this to them, they see it on their television every single day.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,254.32,266.8,NOT_FOUND
18,We lost more troops in September than we lost in August; lost more in August than we lost in July; lost more in July than we lost in June.,3,30_2004,5,5,4657,4796,,"{""Premise"": 29, ""O"": 3}",Premise,We lost more troops in September than we lost in August; lost more in August than we lost in July; lost more in July than we lost in June.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,266.8,277.0,NOT_FOUND
19,"The truth is, our men and women in uniform have been heroic.",3,30_2004,6,6,4797,4858,,"{""Claim"": 13, ""O"": 1}",Claim,"The truth is, our men and women in uniform have been heroic.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,277.0,281.08,NOT_FOUND
20,Our military has done everything they've been asked to do.,3,30_2004,7,7,4858,4917,,"{""Claim"": 11, ""O"": 1}",Claim,Our military has done everything they've been asked to do.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,281.08,284.96,NOT_FOUND
21,And it's not just me that sees the mess in Iraq.,3,30_2004,8,8,4918,4967,,"{""O"": 2, ""Premise"": 11}",Premise,And it's not just me that sees the mess in Iraq.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,284.96,287.96,NOT_FOUND
22,"There are Republican leaders, like John McCain, like Richard Lugar, like Chuck Hagel, who have said Iraq is a mess and it's getting worse.",3,30_2004,9,9,4967,5106,,"{""Claim"": 29, ""O"": 1}",Claim,"There are Republican leaders, like John McCain, like Richard Lugar, like Chuck Hagel, who have said Iraq is a mess and it's getting worse.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,287.96,297.0,NOT_FOUND
23,"And when they were asked why, Richard Lugar said because of the incompetence of the administration.",3,30_2004,10,10,5106,5206,,"{""O"": 8, ""Premise"": 10}",Premise,"And when they were asked why, Richard Lugar said because of the incompetence of the administration.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,297.0,302.68,NOT_FOUND
24,What Paul Bremer said yesterday is they didn't have enough troops to secure the country.,3,30_2004,11,11,5207,5296,,"{""O"": 2, ""Premise"": 15}",Premise,What Paul Bremer said yesterday is they didn't have enough troops to secure the country.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,302.68,308.24,NOT_FOUND
25,They also didn't have a plan to win the peace.,3,30_2004,12,12,5296,5343,,"{""Premise"": 11, ""O"": 1}",Premise,They also didn't have a plan to win the peace.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,308.24,311.68,NOT_FOUND
26,They also didn't put the alliances together to make this successful.,3,30_2004,13,13,5343,5412,,"{""Premise"": 12, ""O"": 1}",Premise,They also didn't put the alliances together to make this successful.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,311.68,315.72,NOT_FOUND
27,We need a fresh start.,3,30_2004,14,14,5413,5436,,"{""Premise"": 5, ""O"": 1}",Premise,We need a fresh start.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,315.72,317.16,NOT_FOUND
28,"We need a president who will speed up the training of the Iraqis, get more staff in for doing that.",3,30_2004,15,15,5436,5536,,"{""Claim"": 21, ""O"": 1}",Claim,"We need a president who will speed up the training of the Iraqis, get more staff in for doing that.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,317.16,322.68,NOT_FOUND
29,We need to speed up the reconstruction so the Iraqis see some tangible benefit.,3,30_2004,16,16,5536,5616,,"{""Claim"": 14, ""O"": 1}",Claim,We need to speed up the reconstruction so the Iraqis see some tangible benefit.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,322.68,327.44,NOT_FOUND
30,"We need a new president who has the credibility, which John Kerry has, to bring others into this effort.",3,30_2004,17,17,5616,5721,,"{""Claim"": 21, ""O"": 1}",Claim,"We need a new president who has the credibility, which John Kerry has, to bring others into this effort.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,327.44,332.52,NOT_FOUND
31,CHENEY: We've made significant progress in Iraq.,5,30_2004,0,0,5783,5832,,"{""O"": 3, ""Claim"": 7}",Claim, We've made significant progress in Iraq.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Claim,334.88,337.2,NOT_FOUND
32,We've stood up a new government that's been in power now only 90 days.,5,30_2004,1,1,5832,5903,,"{""Premise"": 16, ""O"": 1}",Premise,We've stood up a new government that's been in power now only 90 days.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Premise,337.2,340.72,NOT_FOUND
33,"The notion of additional troops is talked about frequently, but the point of success in Iraq will be reached when we have turned governance over to the Iraqi people; they have been able to establish a democratic government.",5,30_2004,2,2,5903,6127,,"{""O"": 22, ""Claim"": 19}",O,"The notion of additional troops is talked about frequently, but the point of success in Iraq will be reached when we have turned governance over to the Iraqi people; they have been able to establish a democratic government.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Mixed,340.72,352.84,NOT_FOUND
34,They're well on their way to doing that.,5,30_2004,3,3,6127,6168,,"{""O"": 10}",O,They're well on their way to doing that.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,O,352.84,354.04,NOT_FOUND
35,They will have free elections next January for the first time in history.,5,30_2004,4,4,6168,6242,,"{""Claim"": 13, ""O"": 1}",Claim,They will have free elections next January for the first time in history.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Claim,354.04,357.2,NOT_FOUND
36,"We also are actively, rapidly training Iraqis to take on the security responsibility.",5,30_2004,5,5,6242,6328,,"{""Claim"": 14, ""O"": 1}",Claim,"We also are actively, rapidly training Iraqis to take on the security responsibility.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Claim,357.2,361.92,NOT_FOUND
37,Those two steps are crucial to success in Iraq.,5,30_2004,6,6,6329,6377,,"{""Claim"": 9, ""O"": 1}",Claim,Those two steps are crucial to success in Iraq.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Claim,361.92,365.36,NOT_FOUND
38,"They're well in hand, well under way.",5,30_2004,7,7,6377,6415,,"{""Premise"": 9, ""O"": 1}",Premise,"They're well in hand, well under way.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Premise,365.36,366.92,NOT_FOUND
39,"And I'm confident that, in fact, we'll get the job done.",5,30_2004,8,8,6415,6472,,"{""O"": 10, ""Claim"": 6}",O,"And I'm confident that, in fact, we'll get the job done.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Mixed,366.92,369.72,NOT_FOUND
40,EDWARDS: Yes.,7,30_2004,0,0,6512,6526,,"{""O"": 4}",O, Yes.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,O,4908.8,4909.56,NOT_FOUND
41,"Mr. Vice President, there is no connection between the attacks of September 11th and Saddam Hussein.",7,30_2004,1,1,6526,6627,,"{""O"": 5, ""Claim"": 13}",Claim,"Mr. Vice President, there is no connection between the attacks of September 11th and Saddam Hussein.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,371.64,377.6,NOT_FOUND
42,The 9/11 Commission has said it.,7,30_2004,2,2,6627,6660,,"{""Premise"": 6, ""O"": 1}",Premise,The 9/11 Commission has said it.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,377.6,379.84,NOT_FOUND
43,Your own secretary of state has said it.,7,30_2004,3,3,6660,6701,,"{""Premise"": 8, ""O"": 1}",Premise,Your own secretary of state has said it.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,379.84,382.76,NOT_FOUND
44,And you've gone around the country suggesting that there is some connection.,7,30_2004,4,4,6701,6778,,"{""O"": 2, ""Claim"": 12}",Claim,And you've gone around the country suggesting that there is some connection.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,382.76,386.28,NOT_FOUND
45,There is not.,7,30_2004,5,5,6778,6792,,"{""Claim"": 4}",Claim,There is not.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,528.92,529.92,NOT_FOUND
46,And in fact the CIA is now about to report that the connection between Al Qaida and Saddam Hussein is tenuous at best.,7,30_2004,6,6,6793,6912,,"{""O"": 4, ""Premise"": 20}",Premise,And in fact the CIA is now about to report that the connection between Al Qaida and Saddam Hussein is tenuous at best.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,387.28,394.84,NOT_FOUND
47,"And, in fact, the secretary of defense said yesterday that he knows of no hard evidence of the connection.",7,30_2004,7,7,6912,7019,,"{""O"": 6, ""Premise"": 16}",Premise,"And, in fact, the secretary of defense said yesterday that he knows of no hard evidence of the connection.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,394.84,400.92,NOT_FOUND
48,We need to be straight with the American people.,7,30_2004,8,8,7020,7069,,"{""Claim"": 9, ""O"": 1}",Claim,We need to be straight with the American people.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,400.92,403.52,NOT_FOUND
49,EDWARDS: Here's what it means: It means that Saddam Hussein needed to be confronted.,9,30_2004,0,0,7363,7448,,"{""O"": 9, ""Claim"": 9}",O, Here's what it means: It means that Saddam Hussein needed to be confronted.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Mixed,417.92,422.44,NOT_FOUND
50,John Kerry and I have consistently said that.,9,30_2004,1,1,7448,7494,,"{""Premise"": 8, ""O"": 1}",Premise,John Kerry and I have consistently said that.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,422.44,424.72,NOT_FOUND
51,That's why we voted for the resolution.,9,30_2004,2,2,7494,7534,,"{""O"": 4, ""Claim"": 5}",Claim,That's why we voted for the resolution.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,424.72,426.92,NOT_FOUND
52,But it also means it needed to be done the right way.,9,30_2004,3,3,7534,7588,,"{""O"": 5, ""Claim"": 8}",Claim,But it also means it needed to be done the right way.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,426.92,429.44,NOT_FOUND
53,"And doing it the right way meant that we were prepared; that we gave the weapons inspectors time to find out what we now know, that in fact there were no weapons of mass destruction; that we didn't take our eye off the ball, which are Al Qaida, Osama bin Laden, the people who attacked us on September the 11th.",9,30_2004,4,4,7588,7900,,"{""O"": 4, ""Premise"": 64}",Premise,"And doing it the right way meant that we were prepared; that we gave the weapons inspectors time to find out what we now know, that in fact there were no weapons of mass destruction; that we didn't take our eye off the ball, which are Al Qaida, Osama bin Laden, the people who attacked us on September the 11th.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,429.44,449.12,NOT_FOUND
54,"Now, remember, we went into Afghanistan, which, by the way, was the right thing to do.",9,30_2004,5,5,7900,7987,,"{""O"": 13, ""Premise"": 4, ""Claim"": 5}",O,"Now, remember, we went into Afghanistan, which, by the way, was the right thing to do.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Mixed,449.12,452.44,NOT_FOUND
55,That was the right decision.,9,30_2004,6,6,7987,8016,,"{""Premise"": 5, ""O"": 1}",Premise,That was the right decision.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,452.44,453.52,NOT_FOUND
56,And our military performed terrifically there.,9,30_2004,7,7,8016,8063,,"{""O"": 2, ""Claim"": 5}",Claim,And our military performed terrifically there.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,453.52,456.2,NOT_FOUND
57,But we had Osama bin Laden cornered at Tora Bora.,9,30_2004,8,8,8064,8114,,"{""O"": 2, ""Claim"": 9}",Claim,But we had Osama bin Laden cornered at Tora Bora.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,456.2,460.16,NOT_FOUND
58,We had the 10th Mountain Division up in Uzbekistan available.,9,30_2004,9,9,8114,8176,,"{""Claim"": 10, ""O"": 1}",Claim,We had the 10th Mountain Division up in Uzbekistan available.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,460.16,465.04,NOT_FOUND
59,We had the finest military in the world on the ground.,9,30_2004,10,10,8176,8231,,"{""Claim"": 11, ""O"": 1}",Claim,We had the finest military in the world on the ground.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,465.04,467.48,NOT_FOUND
60,And what did we do?,9,30_2004,11,11,8231,8251,,"{""O"": 2, ""Premise"": 4}",Premise,And what did we do?,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,467.48,469.88,NOT_FOUND
61,We turned -- this is the man who masterminded the greatest mass murder and terrorist attack in American history.,9,30_2004,12,12,8252,8365,,"{""Claim"": 19, ""O"": 1}",Claim,We turned -- this is the man who masterminded the greatest mass murder and terrorist attack in American history.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,469.88,475.88,NOT_FOUND
62,And what did the administration decide to do?,9,30_2004,13,13,8365,8411,,"{""O"": 2, ""Premise"": 7}",Premise,And what did the administration decide to do?,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,475.88,478.4,NOT_FOUND
63,"They gave the responsibility of capturing and/or killing Saddam -- I mean Osama bin Laden to Afghan warlords who, just a few weeks before, had been working with Osama bin Laden.",9,30_2004,14,14,8412,8590,,"{""Claim"": 9, ""O"": 25}",O,"They gave the responsibility of capturing and/or killing Saddam -- I mean Osama bin Laden to Afghan warlords who, just a few weeks before, had been working with Osama bin Laden.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Mixed,478.4,492.0,NOT_FOUND
64,Our point in this is not complicated: We were attacked by Al Qaida and Osama bin Laden.,9,30_2004,15,15,8591,8679,,"{""O"": 9, ""Claim"": 10}",Claim,Our point in this is not complicated: We were attacked by Al Qaida and Osama bin Laden.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,492.0,497.12,NOT_FOUND
65,We went into Afghanistan and very quickly the administration made a decision to divert attention from that and instead began to plan for the invasion of Iraq.,9,30_2004,16,16,8680,8839,,"{""Claim"": 27, ""O"": 1}",Claim,We went into Afghanistan and very quickly the administration made a decision to divert attention from that and instead began to plan for the invasion of Iraq.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,497.12,508.32,NOT_FOUND
66,And these connections -- I want the American people to hear this very clearly.,9,30_2004,17,17,8840,8919,,"{""O"": 15}",O,And these connections -- I want the American people to hear this very clearly.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,O,508.32,511.44,NOT_FOUND
67,Listen carefully to what the vice president is saying.,9,30_2004,18,18,8919,8974,,"{""O"": 10}",O,Listen carefully to what the vice president is saying.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,O,511.44,514.68,NOT_FOUND
68,Because there is no connection between Saddam Hussein and the attacks of September 11th -- period.,9,30_2004,19,19,8974,9073,,"{""O"": 2, ""Claim"": 15}",Claim,Because there is no connection between Saddam Hussein and the attacks of September 11th -- period.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,514.68,521.08,NOT_FOUND
69,The 9/11 Commission has said that's true.,9,30_2004,20,20,9074,9116,,"{""Premise"": 8, ""O"": 1}",Premise,The 9/11 Commission has said that's true.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,521.08,524.08,NOT_FOUND
70,Colin Powell has said it's true.,9,30_2004,21,21,9116,9149,,"{""Premise"": 7, ""O"": 1}",Premise,Colin Powell has said it's true.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Premise,524.08,526.0,NOT_FOUND
71,But the vice president keeps suggesting that there is.,9,30_2004,22,22,9149,9204,,"{""O"": 2, ""Claim"": 8}",Claim,But the vice president keeps suggesting that there is.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,526.0,528.92,NOT_FOUND
72,There is not.,9,30_2004,23,23,9204,9218,,"{""Claim"": 3, ""O"": 1}",Claim,There is not.,EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,528.92,529.92,NOT_FOUND
73,"And, in fact, any connection with Al Qaida is tenuous at best.",9,30_2004,24,24,9218,9281,,"{""O"": 6, ""Claim"": 9}",Claim,"And, in fact, any connection with Al Qaida is tenuous at best.",EDWARDS,Candidate,TRAIN,05 Oct 2004,2004,Johnny(John) R. Edwards,Claim,529.92,533.84,NOT_FOUND
74,CHENEY: The senator has got his facts wrong.,11,30_2004,0,0,9343,9388,,"{""O"": 3, ""Premise"": 7}",Premise, The senator has got his facts wrong.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Premise,536.4,537.56,NOT_FOUND
75,"I have not suggested there's a connection between Iraq and 9/11, but there's clearly an established Iraqi track record with terror.",11,30_2004,1,1,9388,9520,,"{""Claim"": 22, ""O"": 3}",Claim,"I have not suggested there's a connection between Iraq and 9/11, but there's clearly an established Iraqi track record with terror.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Claim,537.56,546.92,NOT_FOUND
76,"And the point is that that's the place where you're most likely to see the terrorists come together with weapons of mass destruction, the deadly technologies that Saddam Hussein had developed and used over the years.",11,30_2004,2,2,9520,9737,,"{""O"": 27, ""Premise"": 13}",O,"And the point is that that's the place where you're most likely to see the terrorists come together with weapons of mass destruction, the deadly technologies that Saddam Hussein had developed and used over the years.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Mixed,546.92,557.36,NOT_FOUND
77,"Now, the fact of the matter is, the big difference here, Gwen, is they are not prepared to deal with states that sponsor terror.",11,30_2004,3,3,9738,9867,,"{""O"": 18, ""Claim"": 11}",O,"Now, the fact of the matter is, the big difference here, Gwen, is they are not prepared to deal with states that sponsor terror.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Mixed,557.36,563.68,NOT_FOUND
78,They've got a very limited view about how to use U.S. military forces to defend America.,11,30_2004,4,4,9867,9956,,"{""Claim"": 17, ""O"": 1}",Claim,They've got a very limited view about how to use U.S. military forces to defend America.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Claim,NOT_FOUND,NOT_FOUND,NOT_FOUND
79,We heard Senator Kerry say the other night that there ought to be some kind of global test before U.S. troops are deployed preemptively to protect the United States.,11,30_2004,5,5,9957,10123,,"{""Premise"": 29, ""O"": 1}",Premise,We heard Senator Kerry say the other night that there ought to be some kind of global test before U.S. troops are deployed preemptively to protect the United States.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Premise,NOT_FOUND,NOT_FOUND,NOT_FOUND
80,That's part of a track record that goes back to the 1970s when he ran for Congress the first time and said troops should not be deployed without U.N. approval.,11,30_2004,6,6,10123,10283,,"{""O"": 24, ""Premise"": 8}",O,That's part of a track record that goes back to the 1970s when he ran for Congress the first time and said troops should not be deployed without U.N. approval.,CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Mixed,578.68,586.64,NOT_FOUND
81,"Then, in the mid-'80s, he ran on the basis of cutting most of our major defense programs.",11,30_2004,7,7,10283,10373,,"{""O"": 3, ""Premise"": 17}",Premise,"Then, in the mid-'80s, he ran on the basis of cutting most of our major defense programs.",CHENEY,Candidate,TRAIN,05 Oct 2004,2004,Richard(Dick) B. Cheney,Premise,586.64,592.36,NOT_FOUND
