,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
6034,"He, first of all, said there has to be oversight.",7,34_2008,3,3,2574,2624,,"{""Premise"": 7, ""O"": 6}",Premise,"He, first of all, said there has to be oversight.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,168.0,169.92,NOT_FOUND
6035,We're not going to write any check to anybody unless there's oversight for the -- of the secretary of Treasury.,7,34_2008,4,4,2624,2736,,"{""O"": 23}",O,We're not going to write any check to anybody unless there's oversight for the -- of the secretary of Treasury.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,169.92,174.24,NOT_FOUND
6036,He secondly said you have to focus on homeowners and folks on Main Street.,7,34_2008,5,5,2736,2811,,"{""Premise"": 14, ""O"": 1}",Premise,He secondly said you have to focus on homeowners and folks on Main Street.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,174.24,178.08,NOT_FOUND
6037,"Thirdly, he said that you have to treat the taxpayers like investors in this case.",7,34_2008,6,6,2811,2894,,"{""O"": 3, ""Premise"": 14}",Premise,"Thirdly, he said that you have to treat the taxpayers like investors in this case.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,178.08,183.04,NOT_FOUND
6038,"And, lastly, what you have to do is make sure that CEOs don't benefit from this, because this could end up, in the long run, people making money off of this rescue plan.",7,34_2008,7,7,2894,3064,,"{""O"": 5, ""Premise"": 35}",Premise,"And, lastly, what you have to do is make sure that CEOs don't benefit from this, because this could end up, in the long run, people making money off of this rescue plan.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,183.04,192.28,NOT_FOUND
6039,"And so, as a consequence of that, it brings us back to maybe the fundamental disagreement between Governor Palin and me and Senator McCain and Barack Obama, and that is that the -- we're going to fundamentally change the focus of the economic policy.",7,34_2008,8,8,3064,3315,,"{""O"": 12, ""Claim"": 20, ""Premise"": 17}",Claim,"And so, as a consequence of that, it brings us back to maybe the fundamental disagreement between Governor Palin and me and Senator McCain and Barack Obama, and that is that the -- we're going to fundamentally change the focus of the economic policy.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,192.28,206.88,NOT_FOUND
6040,"We're going to focus on the middle class, because it's -- when the middle class is growing, the economy grows and everybody does well, not just focus on the wealthy and corporate America.",7,34_2008,9,9,3315,3503,,"{""Claim"": 9, ""O"": 16, ""Premise"": 14}",O,"We're going to focus on the middle class, because it's -- when the middle class is growing, the economy grows and everybody does well, not just focus on the wealthy and corporate America.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,206.88,215.44,NOT_FOUND
6041,"PALIN: Thank you, Gwen.",9,34_2008,0,0,3548,3572,,"{""O"": 7}",O," Thank you, Gwen.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,218.04,218.4,NOT_FOUND
6042,"And I thank the commission, also.",9,34_2008,1,1,3572,3606,,"{""O"": 8}",O,"And I thank the commission, also.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,218.4,220.32,NOT_FOUND
6043,"I appreciate this privilege of being able to be here and speak with Americans.You know, I think a good barometer here, as we try to figure out has this been a good time or a bad time in America's economy, is go to a kid's soccer game on Saturday, and turn to any parent there on the sideline and ask them, ""How are you feeling about the economy?""",9,34_2008,2,2,3606,3953,,"{""O"": 41, ""Claim"": 37}",O,"I appreciate this privilege of being able to be here and speak with Americans.You know, I think a good barometer here, as we try to figure out has this been a good time or a bad time in America's economy, is go to a kid's soccer game on Saturday, and turn to any parent there on the sideline and ask them, ""How are you feeling about the economy?""",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,220.32,239.28,NOT_FOUND
6044,"And I'll bet you, you're going to hear some fear in that parent's voice, fear regarding the few investments that some of us have in the stock market.",9,34_2008,3,3,3953,4103,,"{""O"": 7, ""Claim"": 27}",Claim,"And I'll bet you, you're going to hear some fear in that parent's voice, fear regarding the few investments that some of us have in the stock market.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,239.28,248.04,NOT_FOUND
6045,Did we just take a major hit with those investments?,9,34_2008,4,4,4103,4156,,"{""O"": 11}",O,Did we just take a major hit with those investments?,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,248.04,251.36,NOT_FOUND
6046,"Fear about, how are we going to afford to send our kids to college?",9,34_2008,5,5,4156,4224,,"{""O"": 16}",O,"Fear about, how are we going to afford to send our kids to college?",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,251.36,254.96,NOT_FOUND
6047,"A fear, as small-business owners, perhaps, how we're going to borrow any money to increase inventory or hire more people.",9,34_2008,6,6,4224,4346,,"{""O"": 25}",O,"A fear, as small-business owners, perhaps, how we're going to borrow any money to increase inventory or hire more people.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,254.96,261.92,NOT_FOUND
6048,"The barometer there, I think, is going to be resounding that our economy is hurting and the federal government has not provided the sound oversight that we need and that we deserve, and we need reform to that end.",9,34_2008,7,7,4346,4560,,"{""O"": 8, ""Claim"": 35}",Claim,"The barometer there, I think, is going to be resounding that our economy is hurting and the federal government has not provided the sound oversight that we need and that we deserve, and we need reform to that end.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,261.92,274.12,NOT_FOUND
6049,"Now, John McCain thankfully has been one representing reform.",9,34_2008,8,8,4560,4622,,"{""O"": 3, ""Claim"": 8}",Claim,"Now, John McCain thankfully has been one representing reform.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,274.12,277.64,NOT_FOUND
6050,"Two years ago, remember, it was John McCain who pushed so hard with the Fannie Mae and Freddie Mac reform measures.",9,34_2008,9,9,4622,4738,,"{""Premise"": 23, ""O"": 1}",Premise,"Two years ago, remember, it was John McCain who pushed so hard with the Fannie Mae and Freddie Mac reform measures.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,277.64,283.92,NOT_FOUND
6051,He sounded that warning bell.,9,34_2008,10,10,4738,4768,,"{""Premise"": 5, ""O"": 1}",Premise,He sounded that warning bell.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,283.92,285.64,NOT_FOUND
6052,"People in the Senate with him, his colleagues, didn't want to listen to him and wouldn't go towards that reform that was needed then.",9,34_2008,11,11,4768,4902,,"{""Premise"": 28, ""O"": 1}",Premise,"People in the Senate with him, his colleagues, didn't want to listen to him and wouldn't go towards that reform that was needed then.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,285.64,293.64,NOT_FOUND
6053,"I think that the alarm has been heard, though, and there will be that greater oversight, again thanks to John McCain's bipartisan efforts that he was so instrumental in bringing folks together over this past week, even suspending his own campaign to make sure he was putting excessive politics aside and putting the country first.",9,34_2008,12,12,4902,5233,,"{""Claim"": 18, ""O"": 3, ""Premise"": 40}",Premise,"I think that the alarm has been heard, though, and there will be that greater oversight, again thanks to John McCain's bipartisan efforts that he was so instrumental in bringing folks together over this past week, even suspending his own campaign to make sure he was putting excessive politics aside and putting the country first.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,293.64,312.16,NOT_FOUND
6054,"BIDEN: Well, that's what I've done my whole career, Gwen, on very, very controversial issues, from dealing with violence against women, to putting 100,000 police officers on the street, to trying to get something done about the genocide in -- that was going on in Bosnia.And I -- I have been able to reach across the aisle.",11,34_2008,0,0,5456,5780,,"{""O"": 10, ""Claim"": 58}",Claim," Well, that's what I've done my whole career, Gwen, on very, very controversial issues, from dealing with violence against women, to putting 100,000 police officers on the street, to trying to get something done about the genocide in -- that was going on in Bosnia.And I -- I have been able to reach across the aisle.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,323.08,339.68,NOT_FOUND
6055,I think it's fair to say that I have almost as many friends on the Republican side of the aisle as I do the Democratic side of the aisle.,11,34_2008,1,1,5780,5918,,"{""Claim"": 30, ""O"": 1}",Claim,I think it's fair to say that I have almost as many friends on the Republican side of the aisle as I do the Democratic side of the aisle.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,339.68,346.08,NOT_FOUND
6056,But am I able to respond to -- are we able to stay on the -- on the topic?,11,34_2008,2,2,5918,5993,,"{""O"": 20}",O,But am I able to respond to -- are we able to stay on the -- on the topic?,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,346.08,349.8,NOT_FOUND
6057,"BIDEN: Yes, well, you know, until two weeks ago -- it was two Mondays ago John McCain said at 9 o'clock in the morning that the fundamentals of the economy were strong.",13,34_2008,0,0,6025,6194,,"{""O"": 15, ""Premise"": 22}",Premise," Yes, well, you know, until two weeks ago -- it was two Mondays ago John McCain said at 9 o'clock in the morning that the fundamentals of the economy were strong.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,350.72,360.24,NOT_FOUND
6058,"Two weeks before that, he said George -- we've made great economic progress under George Bush's policies.Nine o'clock, the economy was strong.",13,34_2008,1,1,6194,6337,,"{""Premise"": 26, ""O"": 1}",Premise,"Two weeks before that, he said George -- we've made great economic progress under George Bush's policies.Nine o'clock, the economy was strong.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,360.24,368.4,NOT_FOUND
6059,"Eleven o'clock that same day, two Mondays ago, John McCain said that we have an economic crisis.",13,34_2008,2,2,6337,6434,,"{""Premise"": 19, ""O"": 1}",Premise,"Eleven o'clock that same day, two Mondays ago, John McCain said that we have an economic crisis.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,368.4,374.4,NOT_FOUND
6060,"That doesn't make John McCain a bad guy, but it does point out he's out of touch.",13,34_2008,3,3,6434,6516,,"{""Claim"": 20, ""O"": 1}",Claim,"That doesn't make John McCain a bad guy, but it does point out he's out of touch.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,374.4,378.24,NOT_FOUND
6061,Those folks on the sidelines knew that two months ago.,13,34_2008,4,4,6516,6571,,"{""Claim"": 10, ""O"": 1}",Claim,Those folks on the sidelines knew that two months ago.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,378.24,380.92,NOT_FOUND
6062,"PALIN: John McCain, in referring to the fundamental of our economy being strong, he was talking to and he was talking about the American workforce.",15,34_2008,0,0,6614,6762,,"{""O"": 17, ""Premise"": 12}",O," John McCain, in referring to the fundamental of our economy being strong, he was talking to and he was talking about the American workforce.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,383.44,391.84,NOT_FOUND
6063,"And the American workforce is the greatest in this world, with the ingenuity and the work ethic that is just entrenched in our workforce.",15,34_2008,1,1,6762,6900,,"{""Claim"": 25, ""O"": 1}",Claim,"And the American workforce is the greatest in this world, with the ingenuity and the work ethic that is just entrenched in our workforce.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,391.84,399.84,NOT_FOUND
6064,That's a positive.,15,34_2008,2,2,6900,6919,,"{""Claim"": 4, ""O"": 1}",Claim,That's a positive.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,399.84,400.92,NOT_FOUND
6065,That's encouragement.,15,34_2008,3,3,6919,6941,,"{""Claim"": 3, ""O"": 1}",Claim,That's encouragement.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,400.92,401.56,NOT_FOUND
6066,"And that's what John McCain meant.Now, what I've done as a governor and as a mayor is (inaudible) I've had that track record of reform.",15,34_2008,4,4,6941,7077,,"{""O"": 6, ""Claim"": 26}",Claim,"And that's what John McCain meant.Now, what I've done as a governor and as a mayor is (inaudible) I've had that track record of reform.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,401.56,408.36,NOT_FOUND
6067,"And I've joined this team that is a team of mavericks with John McCain, also, with his track record of reform, where we're known for putting partisan politics aside to just get the job done.",15,34_2008,5,5,7077,7268,,"{""O"": 12, ""Premise"": 14, ""Claim"": 15}",Claim,"And I've joined this team that is a team of mavericks with John McCain, also, with his track record of reform, where we're known for putting partisan politics aside to just get the job done.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,408.36,418.64,NOT_FOUND
6068,"Now, Barack Obama, of course, he's pretty much only voted along his party lines.",15,34_2008,6,6,7268,7349,,"{""O"": 3, ""Claim"": 16}",Claim,"Now, Barack Obama, of course, he's pretty much only voted along his party lines.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,418.64,424.08,NOT_FOUND
6069,"In fact, 96 percent of his votes have been solely along party line, not having that proof for the American people to know that his commitment, too, is, you know, put the partisanship, put the special interests aside, and get down to getting business done for the people of America.",15,34_2008,7,7,7349,7631,,"{""O"": 5, ""Premise"": 11, ""Claim"": 43}",Claim,"In fact, 96 percent of his votes have been solely along party line, not having that proof for the American people to know that his commitment, too, is, you know, put the partisanship, put the special interests aside, and get down to getting business done for the people of America.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,424.08,439.4,NOT_FOUND
6070,We're tired of the old politics as usual.,15,34_2008,8,8,7631,7673,,"{""Claim"": 9, ""O"": 1}",Claim,We're tired of the old politics as usual.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,439.4,441.24,NOT_FOUND
6071,"And that's why, with all due respect, I do respect your years in the U.S. Senate, but I think Americans are craving something new and different and that new energy and that new commitment that's going to come with reform.",15,34_2008,9,9,7673,7895,,"{""O"": 14, ""Claim"": 32}",Claim,"And that's why, with all due respect, I do respect your years in the U.S. Senate, but I think Americans are craving something new and different and that new energy and that new commitment that's going to come with reform.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,441.24,452.36,NOT_FOUND
6072,"I think that's why we need to send the maverick from the Senate and put him in the White House, and I'm happy to join him there.",15,34_2008,10,10,7895,8024,,"{""Claim"": 30, ""O"": 1}",Claim,"I think that's why we need to send the maverick from the Senate and put him in the White House, and I'm happy to join him there.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,452.36,457.68,NOT_FOUND
6073,"PALIN: Darn right it was the predator lenders, who tried to talk Americans into thinking that it was smart to buy a $300,000 house if we could only afford a $100,000 house.",18,34_2008,0,0,8583,8756,,"{""O"": 5, ""Claim"": 32}",Claim," Darn right it was the predator lenders, who tried to talk Americans into thinking that it was smart to buy a $300,000 house if we could only afford a $100,000 house.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,483.48,493.92,NOT_FOUND
6074,"There was deception there, and there was greed and there is corruption on Wall Street.",18,34_2008,1,1,8756,8843,,"{""Claim"": 13, ""O"": 4}",Claim,"There was deception there, and there was greed and there is corruption on Wall Street.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,493.92,498.84,NOT_FOUND
6075,"And we need to stop that.Again, John McCain and I, that commitment that we have made, and we're going to follow through on that, getting rid of that corruption.",18,34_2008,2,2,8843,9004,,"{""O"": 8, ""Claim"": 27}",Claim,"And we need to stop that.Again, John McCain and I, that commitment that we have made, and we're going to follow through on that, getting rid of that corruption.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,498.84,507.36,NOT_FOUND
6076,"PALIN: One thing that Americans do at this time, also, though, is let's commit ourselves just every day American people, Joe Six Pack, hockey moms across the nation, I think we need to band together and say never again.",19,34_2008,0,0,9006,9226,,"{""O"": 4, ""Claim"": 44}",Claim," One thing that Americans do at this time, also, though, is let's commit ourselves just every day American people, Joe Six Pack, hockey moms across the nation, I think we need to band together and say never again.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,507.36,521.24,NOT_FOUND
6077,Never will we be exploited and taken advantage of again by those who are managing our money and loaning us these dollars.,19,34_2008,1,1,9226,9348,,"{""Claim"": 22, ""O"": 1}",Claim,Never will we be exploited and taken advantage of again by those who are managing our money and loaning us these dollars.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,521.24,529.4,NOT_FOUND
6078,We need to make sure that we demand from the federal government strict oversight of those entities in charge of our investments and our savings and we need also to not get ourselves in debt.,19,34_2008,2,2,9348,9539,,"{""Claim"": 34, ""O"": 2}",Claim,We need to make sure that we demand from the federal government strict oversight of those entities in charge of our investments and our savings and we need also to not get ourselves in debt.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,529.4,540.92,NOT_FOUND
6079,Let's do what our parents told us before we probably even got that first credit card.,19,34_2008,3,3,9539,9625,,"{""O"": 18}",O,Let's do what our parents told us before we probably even got that first credit card.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,540.92,546.16,NOT_FOUND
6080,Don't live outside of our means.,19,34_2008,4,4,9625,9658,,"{""O"": 8}",O,Don't live outside of our means.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,546.16,548.2,NOT_FOUND
6081,We need to make sure that as individuals we're taking personal responsibility through all of this.,19,34_2008,5,5,9658,9757,,"{""Claim"": 17, ""O"": 1}",Claim,We need to make sure that as individuals we're taking personal responsibility through all of this.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,548.2,553.2,NOT_FOUND
6082,"It's not the American peoplesâ€™s fault that the economy is hurting like it is, but we have an opportunity to learn a heck of a lot of good lessons through this and say never again will we be taken advantage of.",19,34_2008,6,6,9757,9969,,"{""Claim"": 41, ""O"": 3}",Claim,"It's not the American peoplesâ€™s fault that the economy is hurting like it is, but we have an opportunity to learn a heck of a lot of good lessons through this and say never again will we be taken advantage of.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,553.2,566.4,NOT_FOUND
6083,"BIDEN: Well Gwen, two years ago Barack Obama warned about the sub prime mortgage crisis.",21,34_2008,0,0,9987,10076,,"{""O"": 6, ""Premise"": 12}",Premise," Well Gwen, two years ago Barack Obama warned about the sub prime mortgage crisis.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,566.92,572.56,NOT_FOUND
6084,John McCain said shortly after that in December he was surprised there was a sub prime mortgage problem.,21,34_2008,1,1,10076,10181,,"{""Premise"": 18, ""O"": 1}",Premise,John McCain said shortly after that in December he was surprised there was a sub prime mortgage problem.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,572.56,579.24,NOT_FOUND
6085,"John McCain while Barack Obama was warning about what we had to do was literally giving an interview to ""The Wall Street Journal"" saying that I'm always for cutting regulations.",21,34_2008,2,2,10181,10359,,"{""Premise"": 33, ""O"": 1}",Premise,"John McCain while Barack Obama was warning about what we had to do was literally giving an interview to ""The Wall Street Journal"" saying that I'm always for cutting regulations.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,579.24,589.8,NOT_FOUND
6086,We let Wall Street run wild.,21,34_2008,3,3,10359,10388,,"{""Claim"": 6, ""O"": 1}",Claim,We let Wall Street run wild.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,589.8,592.36,NOT_FOUND
6087,"John McCain and he's a good man, but John McCain thought the answer is that tried and true Republican response, deregulate, deregulate.So what you had is you had overwhelming ""deregulation.""",21,34_2008,4,4,10388,10579,,"{""O"": 12, ""Claim"": 25}",Claim,"John McCain and he's a good man, but John McCain thought the answer is that tried and true Republican response, deregulate, deregulate.So what you had is you had overwhelming ""deregulation.""",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,592.36,606.04,NOT_FOUND
6088,You had actually the belief that Wall Street could self-regulate itself.,21,34_2008,5,5,10579,10652,,"{""Claim"": 11, ""O"": 1}",Claim,You had actually the belief that Wall Street could self-regulate itself.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,606.04,610.16,NOT_FOUND
6089,"And while Barack Obama was talking about reinstating those regulations, John on 20 different occasions in the previous year and a half called for more deregulation.",21,34_2008,6,6,10652,10817,,"{""O"": 2, ""Premise"": 26}",Premise,"And while Barack Obama was talking about reinstating those regulations, John on 20 different occasions in the previous year and a half called for more deregulation.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,610.16,619.28,NOT_FOUND
6090,"As a matter of fact, John recently wrote an article in a major magazine saying that he wants to do for the health care industry deregulate it and let the free market move like he did for the banking industry.",21,34_2008,7,7,10817,11026,,"{""O"": 7, ""Premise"": 35}",Premise,"As a matter of fact, John recently wrote an article in a major magazine saying that he wants to do for the health care industry deregulate it and let the free market move like he did for the banking industry.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,619.28,631.76,NOT_FOUND
6091,So deregulation was the promise.,21,34_2008,8,8,11026,11059,,"{""Claim"": 5, ""O"": 1}",Claim,So deregulation was the promise.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,631.76,633.68,NOT_FOUND
6092,And guess what?,21,34_2008,9,9,11059,11075,,"{""O"": 4}",O,And guess what?,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,633.68,634.48,NOT_FOUND
6093,"Those people who say don't go into debt, they can barely pay to fill up their gas tank.",21,34_2008,10,10,11075,11163,,"{""Claim"": 20, ""O"": 1}",Claim,"Those people who say don't go into debt, they can barely pay to fill up their gas tank.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,634.48,639.16,NOT_FOUND
6094,I was recently at my local gas station and asked a guy named Joey Danco (ph).,21,34_2008,11,11,11163,11241,,"{""O"": 19}",O,I was recently at my local gas station and asked a guy named Joey Danco (ph).,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,639.16,643.12,NOT_FOUND
6095,"I said Joey, how much did it cost to fill your tank?",21,34_2008,12,12,11241,11294,,"{""O"": 14}",O,"I said Joey, how much did it cost to fill your tank?",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,643.12,645.84,NOT_FOUND
6096,You know what his answer was?,21,34_2008,13,13,11294,11324,,"{""O"": 7}",O,You know what his answer was?,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,645.84,647.08,NOT_FOUND
6097,"He said I don't know, Joe.",21,34_2008,14,14,11324,11351,,"{""Premise"": 8, ""O"": 1}",Premise,"He said I don't know, Joe.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,647.08,648.64,NOT_FOUND
6098,I never have enough money to do it.,21,34_2008,15,15,11351,11387,,"{""Premise"": 8, ""O"": 1}",Premise,I never have enough money to do it.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,648.64,650.64,NOT_FOUND
6099,"The middle class needs relief, tax relief.",21,34_2008,16,16,11387,11430,,"{""Claim"": 8, ""O"": 1}",Claim,"The middle class needs relief, tax relief.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,650.64,653.24,NOT_FOUND
6100,They need it now.,21,34_2008,17,17,11430,11448,,"{""Claim"": 4, ""O"": 1}",Claim,They need it now.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,653.24,654.2,NOT_FOUND
